sku_id,customer_rate,timestamp,seller_id
90733039-BLACK,3.9,25-02-2026,S001
90733040-WHITE,3.3,15-02-2026,S001
90733041-BLUE,3.7,24-02-2026,S001
90733042-WHITE,4.3,22-02-2026,S001
90733043-BLUE,3.5,01-03-2026,S001
90733044-METAL,3.3,21-04-2026,S001
90733045-SET,4.2,04-04-2026,S001
90733046-BLACK,4.2,07-01-2026,S001
90733047-BLUE,3.6,28-03-2026,S001
90733048-WHITE,3.6,25-03-2026,S001
90733049-BLACK,4.2,24-03-2026,S001
90733050-SET,2.8,13-01-2026,S001
90733051-BLUE,2.9,08-01-2026,S001
90733052-A5,3.4,21-02-2026,S001
90733053-SET,3.8,04-04-2026,S001
90733054-BLACK,4.2,13-02-2026,S001
90733055-1000,5,13-04-2026,S001
90733056-RED,4.7,21-04-2026,S001
90733057-WHITE,3.9,14-01-2026,S001
90733058-METAL,4,01-02-2026,S001
90733059-GLUE,3.2,25-01-2026,S001
90733060-RULER,4,25-01-2026,S001
90733061-BLACK,3.8,10-03-2026,S001
90733062-YELLOW,4.3,27-02-2026,S001
90733063-METAL,3.3,18-01-2026,S001
90733064-WHITE,4.4,24-02-2026,S001
90733065-SET,5,24-01-2026,S001
90733066-BROWN,3.9,05-02-2026,S001
90733067-BLUE,4.3,01-03-2026,S001
90733068-METAL,4.6,01-02-2026,S001
90733069-SET,3.7,22-04-2026,S001
90733070-A4,4.2,29-04-2026,S001
90733071-BLACK,4,10-01-2026,S001
90733072-A4,4.1,26-02-2026,S001
90733073-WHITE,3.4,14-04-2026,S001
90733074-SET,4,21-04-2026,S001
90733075-BLACK,4.4,20-04-2026,S001
90733076-METAL,5,12-03-2026,S001
90733077-SET,4.8,13-01-2026,S001
90733078-BLUE,5,07-01-2026,S001
90733079-WHITE,3.4,25-03-2026,S001
90733080-BLUE,4.7,11-03-2026,S001
90733081-BLUE,4.1,18-04-2026,S001
90733082-A4,5,02-01-2026,S001
90733083-SET,3.4,12-01-2026,S001
90733084-BLACK,3.3,29-04-2026,S001
90733085-5000,3.5,07-04-2026,S001
90733086-GREEN,2.3,19-04-2026,S001
90733087-WHITE,3.6,31-01-2026,S001
90733088-METAL,3.4,22-01-2026,S001
90733089-GLUE,4.1,22-02-2026,S001
90733090-RULER,4.3,04-03-2026,S001
90733091-BLUE,5,03-03-2026,S001
90733092-YELLOW,4.8,28-01-2026,S001
90733093-METAL,3.5,21-04-2026,S001
90733094-WHITE,3.3,21-02-2026,S001
90733095-SET,4.4,26-04-2026,S001
90733096-BROWN,2.9,08-01-2026,S001
90733097-BLACK,5,22-01-2026,S001
90733098-METAL,4.9,18-02-2026,S001
90734001-STEEL,3.6,01-01-2026,S001
90734002-SET,2.6,19-02-2026,S001
90734003-STEEL,5,03-02-2026,S001
90734004-STEEL,3.9,29-04-2026,S001
90734005-STEEL,5,11-04-2026,S001
90734006-BLACK,2.7,11-04-2026,S001
90734007-SET,3.5,28-02-2026,S001
90734008-STEEL,4,06-02-2026,S001
90734009-STEEL,4,24-02-2026,S001
90734010-BOX,3.6,31-03-2026,S001
90734011-STEEL,4.5,04-04-2026,S001
90734012-BLACK,3.1,11-04-2026,S001
90734013-STEEL,3.9,13-03-2026,S001
90734014-YELLOW,4.1,26-03-2026,S001
90734015-STEEL,4.4,02-04-2026,S001
90734016-STEEL,4.6,04-03-2026,S001
90734017-STEEL,3.1,20-01-2026,S001
90734018-BLACK,2.8,25-01-2026,S001
90734019-STEEL,5,07-02-2026,S001
90734020-STEEL,4.3,28-01-2026,S001
90734021-STEEL,3.4,08-01-2026,S001
90734022-STEEL,5,16-03-2026,S001
90734023-STEEL,4.1,05-04-2026,S001
90734024-STEEL,4.9,11-03-2026,S001
90734025-STEEL,4.1,08-01-2026,S001
90734026-STEEL,5,06-04-2026,S002
90734027-STEEL,5,10-02-2026,S002
90734028-STEEL,3.8,08-01-2026,S002
90734029-STEEL,4.8,07-01-2026,S002
90734030-STEEL,4.5,16-03-2026,S002
90734031-STEEL,5,03-03-2026,S002
90734032-STEEL,3.2,06-03-2026,S002
90734033-BLACK,4.5,28-04-2026,S002
90734034-STEEL,4.8,20-04-2026,S002
90734035-STEEL,2.6,09-03-2026,S002
90734036-BLUE,3.1,21-01-2026,S002
90734037-BLACK,2.4,08-01-2026,S002
90734038-STEEL,3.8,07-03-2026,S002
90734039-STEEL,4.6,11-01-2026,S002
90734040-STEEL,5,19-04-2026,S002
90734041-STEEL,4.1,24-01-2026,S002
90734042-STEEL,5,09-01-2026,S002
90734043-BLACK,2.9,18-03-2026,S002
90734044-STEEL,2.6,09-01-2026,S002
90734045-STEEL,4,28-03-2026,S002
90734046-STEEL,4.3,21-04-2026,S002
90734047-STEEL,4,31-01-2026,S002
90734048-STEEL,2.3,21-02-2026,S002
90734049-STEEL,3.9,16-01-2026,S002
90734050-STEEL,3,24-04-2026,S002
90734051-STEEL,4.5,14-03-2026,S002
90734052-STEEL,4.3,01-02-2026,S002
90734053-STEEL,3.2,16-03-2026,S002
90734054-STEEL,3.6,18-03-2026,S002
90734055-STEEL,3.2,06-01-2026,S002
90734056-STEEL,3.9,21-03-2026,S002
90734057-STEEL,4.8,11-01-2026,S002
90734058-STEEL,3.2,23-02-2026,S002
90734059-STEEL,4.4,26-03-2026,S002
90734060-STEEL,3.6,16-03-2026,S002
90734061-STEEL,3.4,14-03-2026,S002
90734062-STEEL,3.9,08-03-2026,S002
90734063-STEEL,3.2,10-02-2026,S002
90734064-STEEL,3.6,30-04-2026,S002
90734065-STEEL,3,03-02-2026,S002
90734066-STEEL,5,27-01-2026,S002
90734067-STEEL,4,27-03-2026,S002
90734068-STEEL,3.4,02-04-2026,S002
90734069-STEEL,4.2,10-02-2026,S002
90734070-STEEL,3.9,31-01-2026,S002
90734071-STEEL,3.8,03-02-2026,S002
90734072-STEEL,4.5,20-02-2026,S002
90734073-STEEL,4.6,17-01-2026,S002
90734074-STEEL,3.6,27-03-2026,S002
90734075-STEEL,3.5,24-03-2026,S002
90734076-STEEL,3.8,08-02-2026,S002
90734077-STEEL,2.2,28-02-2026,S002
90734078-STEEL,2.8,10-02-2026,S002
90734079-STEEL,5,29-04-2026,S002
90734080-STEEL,5,07-04-2026,S002
90734081-STEEL,3.8,30-04-2026,S002
90734082-STEEL,4.5,10-01-2026,S002
90734083-STEEL,4.2,02-01-2026,S002
90734084-STEEL,5,28-02-2026,S002
90734085-STEEL,4.9,21-03-2026,S002
90734086-STEEL,3.9,14-03-2026,S002
90734087-STEEL,3.2,13-01-2026,S002
90734088-STEEL,2.7,10-01-2026,S002
90734089-STEEL,4.2,10-03-2026,S002
90734090-STEEL,3.4,28-01-2026,S002
90734091-STEEL,2.9,06-03-2026,S002
90734092-STEEL,3.5,03-02-2026,S002
90734093-STEEL,3.1,17-01-2026,S002
90734094-STEEL,5,30-04-2026,S002
90734095-STEEL,4.7,14-02-2026,S002
90734096-STEEL,4,23-04-2026,S002
90734097-STEEL,5,09-01-2026,S002
90734098-STEEL,4.1,23-04-2026,S002
90734099-STEEL,3.3,01-02-2026,S002
90734100-STEEL,5,17-02-2026,S002
SKU_LIP_001,4.4,06-02-2026,S002
SKU_EYE_001,3.2,21-01-2026,S002
SKU_SKIN_001,3.8,26-02-2026,S002
SKU_FOUND_001,3.3,17-04-2026,S002
SKU_HAIR_001,2.9,11-03-2026,S002
SKU_LIP_002,4.7,01-04-2026,S002
SKU_EYE_002,5,08-02-2026,S002
SKU_SKIN_002,2.9,20-03-2026,S002
SKU_SKIN_003,4.5,14-04-2026,S002
SKU_FOUND_002,3.5,25-03-2026,S002
SKU_HAIR_002,3.6,09-03-2026,S002
SKU_HAIR_003,3.5,02-01-2026,S002
SKU_SKIN_004,3.3,27-03-2026,S002
SKU_LIP_003,4,15-04-2026,S002
SKU_SKIN_005,3.3,12-03-2026,S002
SKU_EYE_003,4.2,08-02-2026,S002
SKU_SKIN_006,4,30-04-2026,S002
SKU_HAIR_004,3.8,26-03-2026,S002
SKU_SKIN_007,3.3,14-01-2026,S002
SKU_EYE_004,3.5,23-04-2026,S002
SKU_NAIL_001,4.6,18-01-2026,S002
SKU_SKIN_008,4.4,03-02-2026,S002
SKU_LIP_004,3.2,15-01-2026,S002
SKU_SKIN_009,4.1,24-04-2026,S002
SKU_EYE_005,4.6,14-01-2026,S002
SKU_SKIN_010,2.7,06-04-2026,S002
SKU_HAIR_005,4.4,12-03-2026,S002
SKU_SKIN_011,3.5,20-01-2026,S002
SKU_LIP_005,4.5,04-02-2026,S002
SKU_SKIN_012,3.4,06-02-2026,S002
SKU_PERF_001,2.6,19-03-2026,S002
SKU_SKIN_013,2.7,27-01-2026,S002
SKU_EYE_006,4,02-04-2026,S002
SKU_SKIN_014,4.2,13-02-2026,S002
SKU_HAIR_006,3.3,27-01-2026,S002
SKU_SKIN_015,4.5,29-03-2026,S002
SKU_SKIN_016,2.7,23-03-2026,S002
SKU_NAIL_002,3.9,20-04-2026,S002
SKU_SKIN_017,3,03-02-2026,S002
SKU_SKIN_018,3.5,06-03-2026,S002
SKU_SKIN_019,4,04-03-2026,S002
SKU_SKIN_020,3.3,02-02-2026,S002
SKU_MAKE_001,3.7,26-04-2026,S002
SKU_SKIN_021,4.8,27-04-2026,S002
SKU_HAIR_007,3.5,19-04-2026,S002
SKU_NAIL_003,4.7,07-01-2026,S002
SKU_SKIN_022,3.1,12-01-2026,S002
SKU_SKIN_023,4.4,23-03-2026,S002
SKU_MAKE_002,5,24-02-2026,S002
SKU_HAIR_008,2,17-04-2026,S002
SKU_LIP_101,3.4,05-02-2026,S002
SKU_LIP_102,4.5,06-01-2026,S002
SKU_LIP_103,3.8,01-01-2026,S002
SKU_LIP_104,4.3,12-02-2026,S002
SKU_SERUM_101,3.5,09-04-2026,S002
SKU_SERUM_102,4.1,17-01-2026,S002
SKU_SERUM_103,3.9,23-03-2026,S002
SKU_FW_101,4.9,03-02-2026,S002
SKU_FW_102,4.2,21-01-2026,S002
SKU_MOIST_101,4.3,05-04-2026,S002
SKU_LIP_401,3.7,26-02-2026,S002
SKU_LIP_402,3.6,12-03-2026,S002
SKU_LIP_403,3.7,01-04-2026,S002
SKU_LIP_404,4.3,24-02-2026,S002
SKU_LIP_405,3.7,13-03-2026,S002
SKU_LIP_406,4.2,02-01-2026,S002
SKU_LIP_407,5,15-01-2026,S002
SKU_LIP_408,4.7,10-01-2026,S002
SKU_LIP_409,3.7,24-04-2026,S002
SKU_LIP_410,5,30-03-2026,S002
SKU_SERUM_401,3.7,26-04-2026,S002
SKU_SERUM_402,2.4,20-01-2026,S002
SKU_SERUM_403,3.2,11-03-2026,S002
SKU_SERUM_404,2.5,05-01-2026,S002
SKU_SERUM_405,3.7,17-04-2026,S002
SKU_SERUM_406,4,17-02-2026,S002
SKU_SERUM_407,5,16-03-2026,S002
SKU_SERUM_408,4.3,12-03-2026,S002
SKU_SERUM_409,3.8,19-01-2026,S002
SKU_SERUM_410,4.7,25-02-2026,S002
SKU_MOIST_401,2.2,17-01-2026,S002
SKU_MOIST_402,4.2,06-01-2026,S002
SKU_MOIST_403,4.6,09-02-2026,S002
SKU_MOIST_404,2.8,16-02-2026,S002
SKU_MOIST_405,4.9,26-04-2026,S002
SKU_MOIST_406,4.3,30-04-2026,S002
SKU_MOIST_407,3.7,12-04-2026,S002
SKU_MOIST_408,4.5,21-04-2026,S002
SKU_MOIST_409,5,06-01-2026,S002
SKU_MOIST_410,4.1,26-04-2026,S002
SKU_FOUND_501,4.2,15-02-2026,S002
SKU_COMP_502,3.6,27-01-2026,S002
SKU_EYE_503,3.3,29-03-2026,S002
SKU_EYE_504,4.7,01-02-2026,S002
SKU_EYE_505,3.3,27-03-2026,S002
SKU_SKIN_506,4.1,14-01-2026,S002
SKU_SKIN_507,3.6,15-02-2026,S002
SKU_HAIR_508,4.4,10-04-2026,S002
SKU_PERF_509,4.3,13-03-2026,S002
SKU_BODY_510,4.8,24-04-2026,S002
SKU_EYE_601,3.6,22-04-2026,S002
SKU_NAIL_602,3.8,22-02-2026,S002
SKU_SKIN_603,3.2,21-03-2026,S002
SKU_SKIN_604,3.6,06-04-2026,S002
SKU_SKIN_605,4.3,20-01-2026,S002
SKU_HAIR_606,4.6,29-04-2026,S002
SKU_HAIR_607,3.3,30-04-2026,S002
SKU_SKIN_608,4.7,31-01-2026,S002
SKU_BODY_609,5,21-04-2026,S002
SKU_BODY_610,4.3,21-01-2026,S002
SKU_SKIN_611,5,13-04-2026,S002
SKU_SKIN_612,3.4,14-04-2026,S002
SKU_MAKE_613,3,23-01-2026,S002
SKU_MAKE_614,2.6,23-04-2026,S002
SKU_SKIN_615,5,22-02-2026,S002
SKU_APP_TSHIRT_051,4.5,04-01-2026,S002
SKU_APP_SHIRT_052,4,23-01-2026,S002
SKU_APP_JEANS_053,4.2,05-04-2026,S002
SKU_APP_KURTA_054,3.1,29-04-2026,S002
SKU_APP_DRESS_055,5,12-02-2026,S002
SKU_APP_HOODIE_056,4.1,11-04-2026,S002
SKU_APP_LEGGINGS_057,4.1,30-04-2026,S002
SKU_APP_JACKET_058,4.6,22-02-2026,S002
SKU_APP_SAREE_059,4.4,13-04-2026,S002
SKU_APP_SHORTS_060,4.2,27-03-2026,S002
SKU_APP_POLO_061,3.4,21-04-2026,S002
SKU_APP_CROPTOP_062,4.4,05-04-2026,S002
SKU_APP_CHINOS_063,5,14-04-2026,S002
SKU_APP_SKIRT_064,5,01-02-2026,S002
SKU_APP_SWEATER_065,5,04-02-2026,S002
SKU_APP_TANKTOP_066,3.6,21-01-2026,S002
SKU_APP_TRACKPANT_067,3.2,11-04-2026,S002
SKU_APP_DUPATTA_068,3.9,31-03-2026,S002
SKU_APP_BLAZER_069,4,14-01-2026,S002
SKU_APP_PALAZZO_070,4.9,18-02-2026,S002
SKU_APP_CARDIGAN_071,2.6,22-04-2026,S002
SKU_APP_JOGGER_072,5,05-01-2026,S002
SKU_APP_BLOUSE_073,3.9,20-04-2026,S002
