order_id,skuid,seller_id,created_at,price
O308,90732030-500G,S001,19-09-2025 00:00,260
O309,90732031-500G,S001,19-09-2025 00:00,45
O310,90732032-200G,S001,19-09-2025 00:00,60
O311,90732033-500ML,S001,19-09-2025 00:00,210
O312,90732034-100G,S001,19-09-2025 00:00,50
O313,90732035-400G,S001,19-09-2025 00:00,140
O314,90732036-500G,S001,19-09-2025 00:00,65
O315,90732037-250G,S001,19-09-2025 00:00,340
O316,90732038-200G,S001,19-09-2025 00:00,90
O317,90732039-750ML,S001,19-09-2025 00:00,135
O318,90732040-300G,S001,19-09-2025 00:00,185
O319,90732041-1KG,S001,19-09-2025 00:00,180
O320,90732042-500G,S001,19-09-2025 00:00,120
O321,90732043-500G,S001,19-09-2025 00:00,350
O322,90732044-200G,S001,19-09-2025 00:00,420
O323,90732045-1L,S001,19-09-2025 00:00,190
O324,90732046-200G,S001,19-09-2025 00:00,60
O325,90732047-1KG,S001,19-09-2025 00:00,55
O326,90732048-500G,S001,19-09-2025 00:00,85
O327,90732049-250G,S001,19-09-2025 00:00,210
O328,90732050-300G,S001,19-09-2025 00:00,145
O329,90732051-2KG,S001,19-09-2025 00:00,1200
O330,90732052-5KG,S001,19-09-2025 00:00,310
O331,90732053-100G,S001,19-09-2025 00:00,30
O332,90732054-2L,S001,19-09-2025 00:00,360
O333,90732055-500ML,S001,19-09-2025 00:00,35
O334,90732056-100G,S001,19-09-2025 00:00,180
O335,90732057-200G,S001,19-09-2025 00:00,140
O336,90732058-2KG,S001,19-09-2025 00:00,95
O337,90732059-500G,S001,19-09-2025 00:00,210
O338,90732060-300G,S001,19-09-2025 00:00,70
O339,90732101-750G,S001,19-09-2025 00:00,140
O340,90732102-2KG,S001,19-09-2025 00:00,170
O341,90732103-250G,S001,19-09-2025 00:00,40
O342,90732104-750G,S001,19-09-2025 00:00,110
O343,90732105-500G,S001,19-09-2025 00:00,95
O344,90732106-750ML,S001,19-09-2025 00:00,150
O345,90732107-200G,S001,19-09-2025 00:00,120
O346,90732108-500ML,S001,19-09-2025 00:00,25
O347,90732109-100G,S001,19-09-2025 00:00,95
O348,90732110-300G,S001,19-09-2025 00:00,160
O349,90732111-1KG,S001,19-09-2025 00:00,180
O350,90732112-1L,S001,19-09-2025 00:00,380
O351,90732113-250G,S001,19-09-2025 00:00,140
O352,90732114-500G,S001,19-09-2025 00:00,180
O353,90732115-150G,S001,19-09-2025 00:00,120
O354,90732116-400G,S001,19-09-2025 00:00,95
O355,90732117-1KG,S001,19-09-2025 00:00,1200
O356,90732118-300ML,S001,19-09-2025 00:00,120
O357,90732119-1L,S001,19-09-2025 00:00,160
O358,90732120-400G,S001,19-09-2025 00:00,280
O359,90732121-2KG,S001,19-09-2025 00:00,300
O360,90732122-750G,S001,19-09-2025 00:00,95
O361,90732123-300G,S001,19-09-2025 00:00,240
O362,90732124-1KG,S001,19-09-2025 00:00,160
O363,90732125-200G,S001,19-09-2025 00:00,150
O364,90732126-500ML,S001,19-09-2025 00:00,520
O365,90732127-600G,S001,19-09-2025 00:00,55
O366,90732128-300G,S001,19-09-2025 00:00,90
O367,90732129-500G,S001,19-09-2025 00:00,650
O368,90732130-1KG,S001,19-09-2025 00:00,30
O369,90732131-250G,S001,19-09-2025 00:00,450
O370,90732132-200G,S001,19-09-2025 00:00,190
O371,90732133-500G,S001,19-09-2025 00:00,70
O372,90732134-1KG,S001,19-09-2025 00:00,180
O373,90732135-500ML,S001,19-09-2025 00:00,90
O374,90732136-750G,S001,19-09-2025 00:00,85
O375,90732137-400G,S001,19-09-2025 00:00,190
O376,90732138-250G,S001,19-09-2025 00:00,60
O377,90732139-300G,S001,19-09-2025 00:00,420
O378,90733001-BLUE,S001,19-09-2025 00:00,120
O379,90733002-A4,S001,19-09-2025 00:00,95
O380,90733003-SET,S001,19-09-2025 00:00,60
O381,90733004-BLACK,S001,19-09-2025 00:00,45
O382,90733005-500,S001,19-09-2025 00:00,85
O383,90733006-BLUE,S001,19-09-2025 00:00,75
O384,90733007-WHITE,S001,19-09-2025 00:00,35
O385,90733008-METAL,S001,19-09-2025 00:00,40
O386,90733009-GLUE,S001,19-09-2025 00:00,55
O387,90733010-RULER,S001,19-09-2025 00:00,25
O388,90733011-BLUE,S001,19-09-2025 00:00,150
O389,90733012-A4,S001,19-09-2025 00:00,120
O390,90733013-METAL,S001,19-09-2025 00:00,250
O391,90733014-WHITE,S001,19-09-2025 00:00,95
O392,90733015-SET,S001,19-09-2025 00:00,180
O393,90733016-A4,S001,19-09-2025 00:00,40
O394,90733017-BLACK,S001,19-09-2025 00:00,160
O395,90733018-METAL,S001,19-09-2025 00:00,310
O396,90733019-SET,S001,19-09-2025 00:00,140
O397,90733020-A4,S001,19-09-2025 00:00,70
O398,90733021-BLACK,S001,19-09-2025 00:00,120
O399,90733022-A4,S001,19-09-2025 00:00,320
O400,90733023-WHITE,S001,19-09-2025 00:00,60
O401,90733024-BLUE,S001,19-09-2025 00:00,90
O402,90733025-BLACK,S001,19-09-2025 00:00,250
O403,90733026-METAL,S001,19-09-2025 00:00,75
O404,90733027-SET,S001,19-09-2025 00:00,160
O405,90733028-BLUE,S001,19-09-2025 00:00,130
O406,90733029-WHITE,S001,19-09-2025 00:00,110
O407,90733030-BLUE,S001,19-09-2025 00:00,95
O408,90733031-BLUE,S001,19-09-2025 00:00,110
O409,90733032-BLACK,S001,19-09-2025 00:00,130
O410,90733033-SET,S001,19-09-2025 00:00,170
O411,90733034-WHITE,S001,19-09-2025 00:00,65
O412,90733035-METAL,S001,19-09-2025 00:00,120
O413,90733036-SET,S001,19-09-2025 00:00,150
O414,90733037-WHITE,S001,19-09-2025 00:00,140
O415,90733038-BLUE,S001,19-09-2025 00:00,115
O416,90733039-BLACK,S001,19-09-2025 00:00,350
O417,90733040-WHITE,S001,19-09-2025 00:00,55
O418,90733041-BLUE,S001,19-09-2025 00:00,450
O419,90733042-WHITE,S001,19-09-2025 00:00,65
O420,90733043-BLUE,S001,19-09-2025 00:00,85
O421,90733044-METAL,S001,19-09-2025 00:00,95
O422,90733045-SET,S001,19-09-2025 00:00,120
O423,90733046-BLACK,S001,19-09-2025 00:00,140
O424,90733047-BLUE,S001,19-09-2025 00:00,80
O425,90733048-WHITE,S001,19-09-2025 00:00,95
O426,90733049-BLACK,S001,19-09-2025 00:00,160
O427,90733050-SET,S001,19-09-2025 00:00,95
O428,90733051-BLUE,S001,19-09-2025 00:00,200
O429,90733052-A5,S001,19-09-2025 00:00,60
O430,90733053-SET,S001,19-09-2025 00:00,110
O431,90733054-BLACK,S001,19-09-2025 00:00,70
O432,90733055-1000,S001,19-09-2025 00:00,30
O433,90733056-RED,S001,19-09-2025 00:00,75
O434,90733057-WHITE,S001,19-09-2025 00:00,60
O435,90733058-METAL,S001,19-09-2025 00:00,70
O436,90733059-GLUE,S001,19-09-2025 00:00,35
O437,90733060-RULER,S001,19-09-2025 00:00,80
O438,90733061-BLACK,S001,19-09-2025 00:00,280
O439,90733062-YELLOW,S001,19-09-2025 00:00,180
O440,90733063-METAL,S001,19-09-2025 00:00,120
O441,90733064-WHITE,S001,19-09-2025 00:00,110
O442,90733065-SET,S001,19-09-2025 00:00,95
O443,90733066-BROWN,S001,19-09-2025 00:00,55
O444,90733067-BLUE,S001,19-09-2025 00:00,50
O445,90733068-METAL,S001,19-09-2025 00:00,140
O446,90733069-SET,S001,19-09-2025 00:00,80
O447,90733070-A4,S001,19-09-2025 00:00,140
O448,90733071-BLACK,S001,19-09-2025 00:00,130
O449,90733072-A4,S001,19-09-2025 00:00,180
O450,90733073-WHITE,S001,19-09-2025 00:00,110
O451,90733074-SET,S001,19-09-2025 00:00,150
O452,90733075-BLACK,S001,19-09-2025 00:00,350
O453,90733076-METAL,S001,19-09-2025 00:00,130
O454,90733077-SET,S001,19-09-2025 00:00,220
O455,90733078-BLUE,S001,19-09-2025 00:00,150
O456,90733079-WHITE,S001,19-09-2025 00:00,180
O457,90733080-BLUE,S001,19-09-2025 00:00,110
O458,90733081-BLUE,S001,19-09-2025 00:00,450
O459,90733082-A4,S001,19-09-2025 00:00,150
O460,90733083-SET,S001,19-09-2025 00:00,220
O461,90733084-BLACK,S001,19-09-2025 00:00,50
O462,90733085-5000,S001,19-09-2025 00:00,120
O463,90733086-GREEN,S001,19-09-2025 00:00,80
O464,90733087-WHITE,S001,19-09-2025 00:00,110
O465,90733088-METAL,S001,19-09-2025 00:00,120
O466,90733089-GLUE,S001,19-09-2025 00:00,95
O467,90733090-RULER,S001,19-09-2025 00:00,60
O468,90733091-BLUE,S001,19-09-2025 00:00,400
O469,90733092-YELLOW,S001,19-09-2025 00:00,220
O470,90733093-METAL,S001,19-09-2025 00:00,480
O471,90733094-WHITE,S001,19-09-2025 00:00,60
O472,90733095-SET,S001,19-09-2025 00:00,260
O473,90733096-BROWN,S001,19-09-2025 00:00,70
O474,90733097-BLACK,S001,19-09-2025 00:00,300
O475,90733098-METAL,S001,19-09-2025 00:00,220
O476,90734001-STEEL,S001,19-09-2025 00:00,650
O477,90734002-SET,S001,19-09-2025 00:00,520
O478,90734003-STEEL,S001,19-09-2025 00:00,780
O479,90734004-STEEL,S001,19-09-2025 00:00,250
O480,90734005-STEEL,S001,19-09-2025 00:00,430
O481,90734006-BLACK,S001,19-09-2025 00:00,3500
O482,90734007-SET,S001,19-09-2025 00:00,210
O483,90734008-STEEL,S001,19-09-2025 00:00,180
O484,90734009-STEEL,S001,19-09-2025 00:00,290
O485,90734010-BOX,S001,19-09-2025 00:00,150
O486,90734011-STEEL,S001,19-09-2025 00:00,1200
O487,90734012-BLACK,S001,19-09-2025 00:00,3200
O488,90734013-STEEL,S001,19-09-2025 00:00,920
O489,90734014-YELLOW,S001,19-09-2025 00:00,2800
O490,90734015-STEEL,S001,19-09-2025 00:00,540
O491,90734016-STEEL,S001,19-09-2025 00:00,620
O492,90734017-STEEL,S001,19-09-2025 00:00,350
O493,90734018-BLACK,S001,19-09-2025 00:00,240
O494,90734019-STEEL,S001,19-09-2025 00:00,580
O495,90734020-STEEL,S001,19-09-2025 00:00,2100
O496,90734021-STEEL,S001,19-09-2025 00:00,380
O497,90734022-STEEL,S001,19-09-2025 00:00,270
O498,90734023-STEEL,S001,19-09-2025 00:00,320
O499,90734024-STEEL,S001,19-09-2025 00:00,890
O500,90734025-STEEL,S001,19-09-2025 00:00,4200
O501,90734026-STEEL,S002,19-09-2025 00:00,1350
O502,90734027-STEEL,S002,19-09-2025 00:00,310
O503,90734028-STEEL,S002,19-09-2025 00:00,620
O504,90734029-STEEL,S002,19-09-2025 00:00,1800
O505,90734030-STEEL,S002,19-09-2025 00:00,220
O506,90734031-STEEL,S002,19-09-2025 00:00,980
O507,90734032-STEEL,S002,19-09-2025 00:00,740
O508,90734033-BLACK,S002,19-09-2025 00:00,5200
O509,90734034-STEEL,S002,19-09-2025 00:00,2100
O510,90734035-STEEL,S002,19-09-2025 00:00,560
O511,90734036-BLUE,S002,19-09-2025 00:00,3200
O512,90734037-BLACK,S002,19-09-2025 00:00,180
O513,90734038-STEEL,S002,19-09-2025 00:00,920
O514,90734039-STEEL,S002,19-09-2025 00:00,240
O515,90734040-STEEL,S002,19-09-2025 00:00,1650
O516,90734041-STEEL,S002,19-09-2025 00:00,420
O517,90734042-STEEL,S002,19-09-2025 00:00,360
O518,90734043-BLACK,S002,19-09-2025 00:00,3600
O519,90734044-STEEL,S002,19-09-2025 00:00,240
O520,90734045-STEEL,S002,19-09-2025 00:00,780
O521,90734046-STEEL,S002,19-09-2025 00:00,210
O522,90734047-STEEL,S002,19-09-2025 00:00,540
O523,90734048-STEEL,S002,19-09-2025 00:00,420
O524,90734049-STEEL,S002,19-09-2025 00:00,320
O525,90734050-STEEL,S002,19-09-2025 00:00,260
O526,90734051-STEEL,S002,19-09-2025 00:00,180
O527,90734052-STEEL,S002,19-09-2025 00:00,260
O528,90734053-STEEL,S002,19-09-2025 00:00,150
O529,90734054-STEEL,S002,19-09-2025 00:00,160
O530,90734055-STEEL,S002,19-09-2025 00:00,180
O531,90734056-STEEL,S002,19-09-2025 00:00,980
O532,90734057-STEEL,S002,19-09-2025 00:00,420
O533,90734058-STEEL,S002,19-09-2025 00:00,210
O534,90734059-STEEL,S002,19-09-2025 00:00,560
O535,90734060-STEEL,S002,19-09-2025 00:00,120
O536,90734061-STEEL,S002,19-09-2025 00:00,340
O537,90734062-STEEL,S002,19-09-2025 00:00,480
O538,90734063-STEEL,S002,19-09-2025 00:00,260
O539,90734064-STEEL,S002,19-09-2025 00:00,140
O540,90734065-STEEL,S002,19-09-2025 00:00,620
O541,90734066-STEEL,S002,19-09-2025 00:00,980
O542,90734067-STEEL,S002,19-09-2025 00:00,220
O543,90734068-STEEL,S002,19-09-2025 00:00,1800
O544,90734069-STEEL,S002,19-09-2025 00:00,760
O545,90734070-STEEL,S002,19-09-2025 00:00,980
O546,90734071-STEEL,S002,19-09-2025 00:00,780
O547,90734072-STEEL,S002,19-09-2025 00:00,890
O548,90734073-STEEL,S002,19-09-2025 00:00,620
O549,90734074-STEEL,S002,19-09-2025 00:00,420
O550,90734075-STEEL,S002,19-09-2025 00:00,120
O551,90734076-STEEL,S002,19-09-2025 00:00,220
O552,90734077-STEEL,S002,19-09-2025 00:00,160
O553,90734078-STEEL,S002,19-09-2025 00:00,1200
O554,90734079-STEEL,S002,19-09-2025 00:00,260
O555,90734080-STEEL,S002,19-09-2025 00:00,260
O556,90734081-STEEL,S002,19-09-2025 00:00,280
O557,90734082-STEEL,S002,19-09-2025 00:00,190
O558,90734083-STEEL,S002,19-09-2025 00:00,720
O559,90734084-STEEL,S002,19-09-2025 00:00,180
O560,90734085-STEEL,S002,19-09-2025 00:00,320
O561,90734086-STEEL,S002,19-09-2025 00:00,420
O562,90734087-STEEL,S002,19-09-2025 00:00,90
O563,90734088-STEEL,S002,19-09-2025 00:00,320
O564,90734089-STEEL,S002,19-09-2025 00:00,160
O565,90734090-STEEL,S002,19-09-2025 00:00,420
O566,90734091-STEEL,S002,19-09-2025 00:00,260
O567,90734092-STEEL,S002,19-09-2025 00:00,180
O568,90734093-STEEL,S002,19-09-2025 00:00,260
O569,90734094-STEEL,S002,19-09-2025 00:00,420
O570,90734095-STEEL,S002,19-09-2025 00:00,120
O571,90734096-STEEL,S002,19-09-2025 00:00,220
O572,90734097-STEEL,S002,19-09-2025 00:00,260
O573,90734098-STEEL,S002,19-09-2025 00:00,420
O574,90734099-STEEL,S002,19-09-2025 00:00,620
O575,90734100-STEEL,S002,19-09-2025 00:00,260
O576,SKU_LIP_001,S002,19-09-2025 00:00,499
O577,SKU_EYE_001,S002,19-09-2025 00:00,350
O578,SKU_SKIN_001,S002,19-09-2025 00:00,699
O579,SKU_FOUND_001,S002,19-09-2025 00:00,799
O580,SKU_HAIR_001,S002,19-09-2025 00:00,899
O581,SKU_LIP_002,S002,19-09-2025 00:00,199
O582,SKU_EYE_002,S002,19-09-2025 00:00,175
O583,SKU_SKIN_002,S002,19-09-2025 00:00,220
O584,SKU_SKIN_003,S002,19-09-2025 00:00,299
O585,SKU_FOUND_002,S002,19-09-2025 00:00,399
O586,SKU_HAIR_002,S002,19-09-2025 00:00,340
O587,SKU_HAIR_003,S002,19-09-2025 00:00,375
O588,SKU_SKIN_004,S002,19-09-2025 00:00,650
O589,SKU_LIP_003,S002,19-09-2025 00:00,599
O590,SKU_SKIN_005,S002,19-09-2025 00:00,799
O591,SKU_EYE_003,S002,19-09-2025 00:00,699
O592,SKU_SKIN_006,S002,19-09-2025 00:00,275
O593,SKU_HAIR_004,S002,19-09-2025 00:00,320
O594,SKU_SKIN_007,S002,19-09-2025 00:00,950
O595,SKU_EYE_004,S002,19-09-2025 00:01,1200
O596,SKU_NAIL_001,S002,19-09-2025 00:02,299
O597,SKU_SKIN_008,S002,19-09-2025 00:03,850
O598,SKU_LIP_004,S002,19-09-2025 00:04,425
O599,SKU_SKIN_009,S002,19-09-2025 00:05,180
