skuid,order_id,quantity,status,created_at
345803485,ORD20260109000034,3,completed,2026-01-09T21:47:16.436022
081298160X,ORD20260111000035,1,cancelled,2026-01-11T03:59:08.436022
590353403,ORD20260113000036,2,completed,2026-01-13T14:26:37.436022
143110438,ORD20260115000037,1,shipped,2026-01-15T18:02:49.436022
307465357,ORD20260117000038,3,completed,2026-01-17T07:33:55.436022
140283331,ORD20260120000039,1,completed,2026-01-20T10:48:12.436022
62315008,ORD20260123000040,2,cancelled,2026-01-23T16:19:27.436022
307346617,ORD20260126000041,1,completed,2026-01-26T22:05:41.436022
61992275,ORD20260128000042,3,shipped,2026-01-28T09:57:06.436022
006256577X,ORD20260130000043,1,completed,2026-01-30T13:44:38.436022
1250316774,ORD20260201000044,2,completed,2026-03-01T06:15:22.436022
62457715,ORD20260203000045,1,cancelled,2026-03-03T19:29:57.436022
307277674,ORD20260206000046,3,completed,2026-03-06T08:03:11.436022
385484518,ORD20260207000047,1,shipped,2026-03-07T23:41:36.436022
1501173219,ORD20260209000048,2,completed,2026-03-09T15:12:48.436022
143130722,ORD20260212000049,1,completed,2026-03-12T04:56:19.436022
399590501,ORD20260213000050,3,cancelled,2026-03-13T20:27:05.436022
62316112,ORD20260215000051,1,completed,2026-03-15T11:08:34.436022
307719227,ORD20260218000052,2,shipped,2026-03-18T17:35:42.436022
143127550,ORD20260220000053,1,completed,2026-03-20T02:49:58.436022
62315009,ORD20260222000054,3,completed,2026-03-24T13:22:16.436022
143126562,ORD20260225000055,1,cancelled,2026-03-25T21:54:09.436022
62316113,ORD20260227000056,2,completed,2026-03-27T07:40:31.436022
307463740,ORD20260228000057,1,shipped,2026-03-28T18:16:47.436022
62871337,ORD20260302000058,3,completed,2026-03-02T10:25:53.436022
307273601,ORD20260304000059,1,completed,2026-03-04T22:37:14.436022
1501161933,ORD20260306000060,2,cancelled,2026-03-06T05:18:29.436022
140280197,ORD20260307000061,1,completed,2026-03-07T16:44:51.436022
1455586691,ORD20260308000062,3,shipped,2026-03-08T12:09:03.436022
62316107,ORD20260309000063,1,completed,2026-03-09T23:55:17.436022
90711001-BEIGE,ORD20260310000064,2,completed,2026-03-10T07:31:42.436022
90711002-WHITE,ORD20260311000065,1,cancelled,2026-03-11T19:02:28.436022
90711003-BLACK,ORD20260312000066,3,completed,2026-03-12T03:47:56.436022
90711004-GREEN,ORD20260312000067,1,shipped,2026-03-12T14:20:11.436022
90711005-OAK,ORD20260313000068,2,completed,2026-03-13T08:36:25.436022
90711006-BLUE,ORD20260313000069,1,completed,2026-03-13T21:11:39.436022
90711007-GRAY,ORD20260314000070,3,cancelled,2026-03-14T06:58:04.436022
90711008-WHITE,ORD20260314000071,1,completed,2026-03-14T17:23:49.436022
90721001-BLACK,ORD20260315000072,2,shipped,2026-03-15T01:42:33.436022
90721002-WHITE,ORD20260315000073,1,completed,2026-03-15T12:56:18.436022
90721003-BEIGE,ORD20260316000074,3,completed,2026-03-16T09:17:45.436022
90721004-GREEN,ORD20260316000075,1,cancelled,2026-03-16T20:33:27.436022
90721005-WOOD,ORD20260317000076,2,completed,2026-03-17T04:51:09.436022
90721006-BLUE,ORD20260317000077,1,shipped,2026-03-17T10:14:36.436022
90721007-WHITE,ORD20260317000078,3,completed,2026-03-17T16:28:52.436022
90721008-GRAY,ORD20260317000079,1,completed,2026-03-17T18:39:05.436022
90721009-BLACK,ORD20260317000080,2,cancelled,2026-03-17T21:07:44.436022
90721010-WOOD,ORD20260101000081,1,completed,2026-01-01T02:14:36.436022
90731001-WHITE,ORD20260101000082,2,shipped,2026-01-01T18:45:22.436022
90731002-GRAY,ORD20260102000083,1,completed,2026-01-02T11:08:49.436022
90731003-BLACK,ORD20260103000084,3,completed,2026-01-03T21:37:15.436022
90731004-BEIGE,ORD20260104000085,1,cancelled,2026-01-04T06:29:58.436022
90731005-WOOD,ORD20260105000086,2,completed,2026-01-05T13:52:41.436022
90731006-BLUE,ORD20260106000087,1,shipped,2026-01-06T20:16:33.436022
90731007-WHITE,ORD20260107000088,3,completed,2026-01-07T09:44:27.436022
90731008-GREEN,ORD20260108000089,1,completed,2026-01-08T17:03:12.436022
90731009-GRAY,ORD20260109000090,2,cancelled,2026-01-09T05:58:39.436022
90731010-BLACK,ORD20260110000091,1,completed,2026-01-10T14:21:47.436022
90731011-WHITE,ORD20260111000092,3,shipped,2026-01-11T22:39:05.436022
90731012-BLACK,ORD20260112000093,1,completed,2026-01-12T07:11:28.436022
90731013-GREEN,ORD20260113000094,2,completed,2026-01-13T16:33:54.436022
90731014-WOOD,ORD20260114000095,1,cancelled,2026-01-14T01:47:19.436022
90731015-GRAY,ORD20260115000096,3,completed,2026-01-15T12:05:42.436022
90731016-WHITE,ORD20260116000097,1,shipped,2026-01-16T19:26:31.436022
90731017-BLACK,ORD20260117000098,2,completed,2026-01-17T08:14:09.436022
90731018-BEIGE,ORD20260118000099,1,completed,2026-01-18T23:51:36.436022
90731019-WHITE,ORD20260119000100,3,cancelled,2026-01-19T10:37:25.436022
90731020-BLUE,ORD20260120000101,1,completed,2026-01-20T15:42:58.436022
90731021-WHITE,ORD20260121000102,2,shipped,2026-01-21T03:29:11.436022
90731022-GRAY,ORD20260122000103,1,completed,2026-01-22T18:57:44.436022
90731023-BLACK,ORD20260123000104,3,completed,2026-01-23T06:12:33.436022
90731024-WOOD,ORD20260124000105,1,cancelled,2026-01-24T20:08:27.436022
90731025-BLUE,ORD20260125000106,2,completed,2026-01-25T09:34:56.436022
90731026-GREEN,ORD20260126000107,1,shipped,2026-01-26T13:49:18.436022
90731027-BLACK,ORD20260127000108,3,completed,2026-01-27T22:05:37.436022
90731028-WHITE,ORD20260128000109,1,completed,2026-01-28T04:26:59.436022
90731029-GRAY,ORD20260129000110,2,cancelled,2026-01-29T16:41:03.436022
90731030-BEIGE,ORD20260130000111,1,completed,2026-01-30T11:53:47.436022
90731031-WHITE,ORD20260131000112,3,shipped,2026-01-31T23:18:21.436022
90731032-BLACK,ORD20260201000113,1,completed,2026-03-01T08:07:54.436022
90731033-GREEN,ORD20260202000114,2,completed,2026-03-02T17:46:29.436022
90732001-500G,ORD20260203000115,1,cancelled,2026-03-03T03:55:13.436022
90732002-1KG,ORD20260204000116,3,completed,2026-03-04T12:22:06.436022
90732003-200G,ORD20260205000117,1,shipped,2026-03-05T21:11:34.436022
90732004-500ML,ORD20260206000118,2,completed,2026-03-06T09:39:48.436022
90732005-1L,ORD20260207000119,1,completed,2026-03-07T14:58:20.436022
90732006-250G,ORD20260208000120,3,cancelled,2026-03-08T01:43:17.436022
90732007-100G,ORD20260209000121,1,completed,2026-03-09T18:26:55.436022
90732008-500G,ORD20260210000122,2,shipped,2026-03-10T07:32:44.436022
90732009-200G,ORD20260211000123,1,completed,2026-03-11T16:15:28.436022
90732010-150G,ORD20260212000124,3,completed,2026-03-12T22:49:03.436022
90732011-1KG,ORD20260213000125,1,cancelled,2026-03-13T05:27:41.436022
90732012-1KG,ORD20260214000126,2,completed,2026-03-14T19:03:22.436022
90732013-500G,ORD20260215000127,1,shipped,2026-03-15T10:18:56.436022
90732014-200G,ORD20260216000128,3,completed,2026-03-16T23:36:14.436022
90732015-750ML,ORD20260217000129,1,completed,2026-03-17T08:52:31.436022
90732016-400G,ORD20260218000130,2,cancelled,2026-03-18T14:07:45.436022
90732017-200G,ORD20260101000081,1,completed,2026-01-01T02:14:36.436022
90732018-500G,ORD20260101000082,2,shipped,2026-01-01T18:45:22.436022
90732019-250G,ORD20260102000083,1,completed,2026-01-02T11:08:49.436022
90732020-300G,ORD20260103000084,3,completed,2026-01-03T21:37:15.436022
90732021-1KG,ORD20260104000085,1,cancelled,2026-01-04T06:29:58.436022
90732022-500G,ORD20260105000086,2,completed,2026-01-05T13:52:41.436022
90732023-1L,ORD20260106000087,1,shipped,2026-01-06T20:16:33.436022
90732024-500G,ORD20260107000088,3,completed,2026-01-07T09:44:27.436022
90732025-200G,ORD20260108000089,1,completed,2026-01-08T17:03:12.436022
90732026-1KG,ORD20260109000090,2,cancelled,2026-01-09T05:58:39.436022
90732027-100G,ORD20260110000091,1,completed,2026-01-10T14:21:47.436022
90732028-500G,ORD20260111000092,3,shipped,2026-01-11T22:39:05.436022
90732029-750ML,ORD20260112000093,1,completed,2026-01-12T07:11:28.436022
90732030-500G,ORD20260113000094,2,completed,2026-01-13T16:33:54.436022
90732031-500G,ORD20260114000095,1,cancelled,2026-01-14T01:47:19.436022
90732032-200G,ORD20260115000096,3,completed,2026-01-15T12:05:42.436022
90732033-500ML,ORD20260116000097,1,shipped,2026-01-16T19:26:31.436022
90732034-100G,ORD20260117000098,2,completed,2026-01-17T08:14:09.436022
90732035-400G,ORD20260118000099,1,completed,2026-01-18T23:51:36.436022
90732036-500G,ORD20260119000100,3,cancelled,2026-01-19T10:37:25.436022
90732037-250G,ORD20260120000101,1,completed,2026-01-20T15:42:58.436022
90732038-200G,ORD20260121000102,2,shipped,2026-01-21T03:29:11.436022
90732039-750ML,ORD20260122000103,1,completed,2026-01-22T18:57:44.436022
90732040-300G,ORD20260123000104,3,completed,2026-01-23T06:12:33.436022
90732041-1KG,ORD20260124000105,1,cancelled,2026-01-24T20:08:27.436022
90732042-500G,ORD20260125000106,2,completed,2026-01-25T09:34:56.436022
90732043-500G,ORD20260126000107,1,shipped,2026-01-26T13:49:18.436022
90732044-200G,ORD20260127000108,3,completed,2026-01-27T22:05:37.436022
90732045-1L,ORD20260128000109,1,completed,2026-01-28T04:26:59.436022
90732046-200G,ORD20260129000110,2,cancelled,2026-01-29T16:41:03.436022
90732047-1KG,ORD20260130000111,1,completed,2026-01-30T11:53:47.436022
90732048-500G,ORD20260131000112,3,shipped,2026-01-31T23:18:21.436022
90732049-250G,ORD20260201000113,1,completed,2026-03-01T08:07:54.436022
90732050-300G,ORD20260202000114,2,completed,2026-03-02T17:46:29.436022
90733001-BLUE,ORD20260203000115,1,cancelled,2026-03-03T03:55:13.436022
90733002-A4,ORD20260204000116,3,completed,2026-03-04T12:22:06.436022
90733003-SET,ORD20260205000117,1,shipped,2026-03-05T21:11:34.436022
90733004-BLACK,ORD20260206000118,2,completed,2026-03-06T09:39:48.436022
90733005-500,ORD20260207000119,1,completed,2026-03-07T14:58:20.436022
90733006-BLUE,ORD20260208000120,3,cancelled,2026-03-08T01:43:17.436022
90733007-WHITE,ORD20260209000121,1,completed,2026-03-09T18:26:55.436022
90733008-METAL,ORD20260210000122,2,shipped,2026-03-10T07:32:44.436022
90733009-GLUE,ORD20260211000123,1,completed,2026-03-11T16:15:28.436022
90733010-RULER,ORD20260212000124,3,completed,2026-03-12T22:49:03.436022
90733011-BLUE,ORD20260213000125,1,cancelled,2026-03-13T05:27:41.436022
90733012-A4,ORD20260214000126,2,completed,2026-03-14T19:03:22.436022
90733013-METAL,ORD20260215000127,1,shipped,2026-03-15T10:18:56.436022
90733014-WHITE,ORD20260216000128,3,completed,2026-03-16T23:36:14.436022
90733015-SET,ORD20260217000129,1,completed,2026-03-17T08:52:31.436022
90733016-A4,ORD20260218000130,2,cancelled,2026-03-18T14:07:45.436022
90733017-BLACK,ORD20260219000131,1,completed,2026-03-19T06:11:22.436022
90733018-METAL,ORD20260220000132,2,shipped,2026-03-20T15:48:39.436022
90733019-SET,ORD20260221000133,1,completed,2026-03-24T09:27:14.436022
90733020-A4,ORD20260222000134,3,completed,2026-03-24T20:36:51.436022
90733021-BLACK,ORD20260223000135,1,cancelled,2026-03-24T04:18:07.436022
90733022-A4,ORD20260224000136,2,completed,2026-03-24T13:59:43.436022
90733023-WHITE,ORD20260225000137,1,shipped,2026-03-25T22:41:26.436022
90733024-BLUE,ORD20260226000138,3,completed,2026-03-26T07:33:58.436022
90733025-BLACK,ORD20260227000139,1,completed,2026-03-27T16:25:11.436022
90733026-METAL,ORD20260228000140,2,cancelled,2026-03-28T03:12:49.436022
90733027-SET,ORD20260301000141,1,completed,2026-03-01T11:07:36.436022
90733028-BLUE,ORD20260302000142,3,shipped,2026-03-02T19:54:08.436022
90733029-WHITE,ORD20260303000143,1,completed,2026-03-03T08:22:47.436022
90733030-BLUE,ORD20260304000144,2,completed,2026-03-04T17:39:21.436022
90733031-BLUE,ORD20260305000145,1,cancelled,2026-03-05T01:28:55.436022
90733032-BLACK,ORD20260306000146,3,completed,2026-03-06T12:45:33.436022
90733033-SET,ORD20260307000147,1,shipped,2026-03-07T21:16:04.436022
90733034-WHITE,ORD20260308000148,2,completed,2026-03-08T06:53:42.436022
90733035-METAL,ORD20260309000149,1,completed,2026-03-09T15:38:19.436022
90733036-SET,ORD20260310000150,3,cancelled,2026-03-10T02:27:58.436022
90733037-WHITE,ORD20260311000151,1,completed,2026-03-11T10:14:37.436022
90733038-BLUE,ORD20260312000152,2,shipped,2026-03-12T18:59:05.436022
90733039-BLACK,ORD20260313000153,1,completed,2026-03-13T07:21:49.436022
90733040-WHITE,ORD20260314000154,3,completed,2026-03-14T16:42:13.436022
90733041-BLUE,ORD20260315000155,1,cancelled,2026-03-15T03:35:26.436022
90733042-WHITE,ORD20260316000156,2,completed,2026-03-16T11:58:44.436022
90733043-BLUE,ORD20260317000157,1,shipped,2026-03-17T20:23:17.436022
90733044-METAL,ORD20260201000481,1,completed,2026-03-01T06:14:22.436022
90733045-SET,ORD20260202000482,2,shipped,2026-03-02T15:48:39.436022
90733046-BLACK,ORD20260203000483,1,completed,2026-03-03T09:27:14.436022
90733047-BLUE,ORD20260204000484,3,completed,2026-03-04T20:36:51.436022
90733048-WHITE,ORD20260205000485,1,cancelled,2026-03-05T04:18:07.436022
90733049-BLACK,ORD20260206000486,2,completed,2026-03-06T13:59:43.436022
90733050-SET,ORD20260207000487,1,shipped,2026-03-07T22:41:26.436022
90734001-STEEL,ORD20260208000488,3,completed,2026-03-08T07:33:58.436022
90734002-SET,ORD20260209000489,1,completed,2026-03-09T16:25:11.436022
90734003-STEEL,ORD20260210000490,2,cancelled,2026-03-10T03:12:49.436022
90734004-STEEL,ORD20260211000491,1,completed,2026-03-11T11:07:36.436022
90734005-STEEL,ORD20260212000492,3,shipped,2026-03-12T19:54:08.436022
90734006-BLACK,ORD20260213000493,1,completed,2026-03-13T08:22:47.436022
90734007-SET,ORD20260214000494,2,completed,2026-03-14T17:39:21.436022
90734008-STEEL,ORD20260215000495,1,cancelled,2026-03-15T01:28:55.436022
90734009-STEEL,ORD20260216000496,3,completed,2026-03-16T12:45:33.436022
90734010-BOX,ORD20260217000497,1,shipped,2026-03-17T21:16:04.436022
90734011-STEEL,ORD20260218000498,2,completed,2026-03-18T06:53:42.436022
90734012-BLACK,ORD20260219000499,1,completed,2026-03-19T15:38:19.436022
90734013-STEEL,ORD20260220000500,3,cancelled,2026-03-20T02:27:58.436022
90734014-YELLOW,ORD20260221000501,1,completed,2026-03-24T10:14:37.436022
90734015-STEEL,ORD20260222000502,2,shipped,2026-03-24T18:59:05.436022
90734016-STEEL,ORD20260223000503,1,completed,2026-03-24T07:21:49.436022
90734017-STEEL,ORD20260224000504,3,completed,2026-03-24T16:42:13.436022
90734018-BLACK,ORD20260225000505,1,cancelled,2026-03-25T03:35:26.436022
90734019-STEEL,ORD20260226000506,2,completed,2026-03-26T11:58:44.436022
90734020-STEEL,ORD20260227000507,1,shipped,2026-03-27T20:23:17.436022
90734021-STEEL,ORD20260228000508,3,completed,2026-03-28T08:47:59.436022
90734022-STEEL,ORD20260301000509,1,completed,2026-03-01T17:29:36.436022
90734023-STEEL,ORD20260302000510,2,cancelled,2026-03-02T05:12:08.436022
90734024-STEEL,ORD20260303000511,1,completed,2026-03-03T13:41:55.436022
90734025-STEEL,ORD20260304000512,3,shipped,2026-03-04T22:18:27.436022
90734026-STEEL,ORD20260305000513,1,completed,2026-03-05T09:36:12.436022
90734027-STEEL,ORD20260306000514,2,completed,2026-03-06T18:07:49.436022
90734028-STEEL,ORD20260307000515,1,cancelled,2026-03-07T02:55:33.436022
90734029-STEEL,ORD20260308000516,3,completed,2026-03-08T14:19:21.436022
90734030-STEEL,ORD20260309000517,1,shipped,2026-03-09T23:08:46.436022
90734031-STEEL,ORD20260310000518,2,completed,2026-03-10T06:27:35.436022
90734032-STEEL,ORD20260311000519,1,completed,2026-03-11T15:44:58.436022
90734033-BLACK,ORD20260312000520,3,cancelled,2026-03-12T03:31:17.436022
90734034-STEEL,ORD20260313000521,1,completed,2026-03-13T11:12:43.436022
90734035-STEEL,ORD20260314000522,2,shipped,2026-03-14T20:06:25.436022
90734036-BLUE,ORD20260315000523,1,completed,2026-03-15T07:48:14.436022
90734037-BLACK,ORD20260315000524,3,completed,2026-03-15T16:29:57.436022
90734038-STEEL,ORD20260316000525,1,cancelled,2026-03-16T01:17:38.436022
90734039-STEEL,ORD20260316000526,2,completed,2026-03-16T13:03:22.436022
90734040-STEEL,ORD20260317000527,1,shipped,2026-03-17T22:45:09.436022
90734041-STEEL,ORD20260317000528,3,completed,2026-03-17T08:36:51.436022
90734042-STEEL,ORD20260317000529,1,completed,2026-03-17T17:58:27.436022
90734043-BLACK,ORD20260317000530,2,cancelled,2026-03-17T05:21:14.436022
90734044-STEEL,ORD20260105000531,1,completed,2026-01-05T07:12:34.436022
90734045-STEEL,ORD20260106000532,2,shipped,2026-01-06T18:45:21.436022
90734046-STEEL,ORD20260107000533,1,completed,2026-01-07T09:33:11.436022
90734047-STEEL,ORD20260108000534,3,completed,2026-01-08T21:14:55.436022
90734048-STEEL,ORD20260109000535,1,cancelled,2026-01-09T04:29:47.436022
90734049-STEEL,ORD20260110000536,2,completed,2026-01-10T13:58:22.436022
90734050-STEEL,ORD20260111000537,1,shipped,2026-01-11T22:41:03.436022
SKU_LIP_001,ORD20260112000538,3,completed,2026-01-12T06:19:36.436022
SKU_EYE_001,ORD20260113000539,1,completed,2026-01-13T17:07:52.436022
SKU_SKIN_001,ORD20260114000540,2,cancelled,2026-01-14T02:48:19.436022
SKU_FOUND_001,ORD20260115000541,1,completed,2026-01-15T11:22:44.436022
SKU_HAIR_001,ORD20260116000542,3,shipped,2026-01-16T20:59:10.436022
SKU_LIP_002,ORD20260117000543,1,completed,2026-01-17T08:36:27.436022
SKU_EYE_002,ORD20260118000544,2,completed,2026-01-18T16:12:53.436022
SKU_SKIN_002,ORD20260119000545,1,cancelled,2026-01-19T03:27:15.436022
SKU_SKIN_003,ORD20260120000546,3,completed,2026-01-20T12:45:39.436022
SKU_FOUND_002,ORD20260121000547,1,shipped,2026-01-21T23:08:17.436022
SKU_HAIR_002,ORD20260122000548,2,completed,2026-01-22T07:54:28.436022
SKU_HAIR_003,ORD20260123000549,1,completed,2026-01-23T15:19:06.436022
SKU_SKIN_004,ORD20260124000550,3,cancelled,2026-01-24T01:42:51.436022
SKU_LIP_003,ORD20260125000551,1,completed,2026-01-25T10:33:20.436022
SKU_SKIN_005,ORD20260126000552,2,shipped,2026-01-26T19:16:43.436022
SKU_EYE_003,ORD20260127000553,1,completed,2026-01-27T06:58:11.436022
SKU_SKIN_006,ORD20260128000554,3,completed,2026-01-28T17:29:38.436022
SKU_HAIR_004,ORD20260129000555,1,cancelled,2026-01-29T02:17:54.436022
SKU_SKIN_007,ORD20260130000556,2,completed,2026-01-30T13:41:27.436022
SKU_EYE_004,ORD20260131000557,1,shipped,2026-01-31T21:05:49.436022
SKU_NAIL_001,ORD20260201000558,3,completed,2026-03-01T08:26:13.436022
SKU_SKIN_008,ORD20260202000559,1,completed,2026-03-02T16:44:32.436022
SKU_LIP_004,ORD20260203000560,2,cancelled,2026-03-03T03:58:07.436022
SKU_SKIN_009,ORD20260204000561,1,completed,2026-03-04T12:11:45.436022
SKU_EYE_005,ORD20260205000562,3,shipped,2026-03-05T20:53:29.436022
SKU_SKIN_010,ORD20260206000563,1,completed,2026-03-06T07:34:18.436022
SKU_HAIR_005,ORD20260207000564,2,completed,2026-03-07T15:09:52.436022
SKU_SKIN_011,ORD20260208000565,1,cancelled,2026-03-08T02:46:33.436022
SKU_LIP_005,ORD20260209000566,3,completed,2026-03-09T11:57:24.436022
SKU_SKIN_012,ORD20260210000567,1,shipped,2026-03-10T22:18:36.436022
SKU_PERF_001,ORD20260211000568,2,completed,2026-03-11T06:41:59.436022
SKU_SKIN_013,ORD20260212000569,1,completed,2026-03-12T17:22:15.436022
SKU_EYE_006,ORD20260213000570,3,cancelled,2026-03-13T03:36:41.436022
SKU_SKIN_014,ORD20260214000571,1,completed,2026-03-14T10:48:05.436022
SKU_HAIR_006,ORD20260215000572,2,shipped,2026-03-15T19:33:28.436022
SKU_SKIN_015,ORD20260216000573,1,completed,2026-03-16T08:07:56.436022
SKU_SKIN_016,ORD20260217000574,3,completed,2026-03-17T16:59:14.436022
SKU_NAIL_002,ORD20260218000575,1,cancelled,2026-03-18T01:25:47.436022
SKU_SKIN_017,ORD20260219000576,2,completed,2026-03-19T12:38:22.436022
SKU_SKIN_018,ORD20260220000577,1,shipped,2026-03-20T21:11:03.436022
SKU_SKIN_019,ORD20260221000578,3,completed,2026-03-24T09:52:37.436022
SKU_SKIN_020,ORD20260222000579,1,completed,2026-03-24T18:26:58.436022
SKU_MAKE_001,ORD20260223000580,2,cancelled,2026-03-24T04:44:19.436022
SKU_SKIN_021,ORD20260224000581,1,completed,2026-03-24T10:12:45.436022
SKU_HAIR_007,ORD20260225000582,2,shipped,2026-03-25T19:45:33.436022
SKU_NAIL_003,ORD20260226000583,1,completed,2026-03-26T07:28:14.436022
SKU_SKIN_022,ORD20260227000584,3,completed,2026-03-27T21:09:52.436022
SKU_SKIN_023,ORD20260228000585,1,cancelled,2026-03-28T03:36:17.436022
SKU_MAKE_002,ORD20260301000586,2,completed,2026-03-01T12:18:41.436022
SKU_HAIR_008,ORD20260302000587,1,shipped,2026-03-02T22:54:06.436022
SKU_APP_TSHIRT_051,ORD20260303000588,3,completed,2026-03-03T08:33:29.436022
SKU_APP_SHIRT_052,ORD20260304000589,1,completed,2026-03-04T16:27:55.436022
SKU_APP_JEANS_053,ORD20260305000590,2,cancelled,2026-03-05T01:48:12.436022
SKU_APP_KURTA_054,ORD20260306000591,1,completed,2026-03-06T11:05:37.436022
SKU_APP_DRESS_055,ORD20260307000592,3,shipped,2026-03-07T20:41:03.436022
SKU_APP_HOODIE_056,ORD20260308000593,1,completed,2026-03-08T06:14:26.436022
SKU_APP_LEGGINGS_057,ORD20260309000594,2,completed,2026-03-09T14:52:48.436022
SKU_APP_JACKET_058,ORD20260310000595,1,cancelled,2026-03-10T23:19:11.436022
SKU_APP_SAREE_059,ORD20260311000596,3,completed,2026-03-11T09:37:25.436022
SKU_APP_SHORTS_060,ORD20260312000597,1,shipped,2026-03-12T18:06:44.436022
SKU_APP_POLO_061,ORD20260313000598,2,completed,2026-03-13T04:28:59.436022
SKU_APP_CROPTOP_062,ORD20260314000599,1,completed,2026-03-14T13:11:32.436022
SKU_APP_CHINOS_063,ORD20260315000600,3,cancelled,2026-03-15T21:47:08.436022
SKU_APP_SKIRT_064,ORD20260101000601,1,completed,2026-01-01T08:22:11.436022
SKU_APP_SWEATER_065,ORD20260102000602,2,shipped,2026-01-02T17:35:49.436022
SKU_APP_TANKTOP_066,ORD20260103000603,1,completed,2026-01-03T06:14:33.436022
SKU_APP_TRACKPANT_067,ORD20260104000604,3,completed,2026-01-04T19:52:18.436022
SKU_APP_DUPATTA_068,ORD20260105000605,1,cancelled,2026-01-05T02:47:56.436022
SKU_APP_BLAZER_069,ORD20260106000606,2,completed,2026-01-06T11:23:40.436022
SKU_APP_PALAZZO_070,ORD20260107000607,1,shipped,2026-01-07T22:09:27.436022
SKU_APP_CARDIGAN_071,ORD20260108000608,3,completed,2026-01-08T07:31:15.436022
SKU_APP_JOGGER_072,ORD20260109000609,1,completed,2026-01-09T15:44:58.436022
SKU_APP_BLOUSE_073,ORD20260110000610,2,cancelled,2026-01-10T03:26:21.436022
SKU_APP_OVERALLS_074,ORD20260111000611,1,completed,2026-01-11T12:58:36.436022
SKU_APP_PONCHO_075,ORD20260112000612,3,shipped,2026-01-12T21:13:47.436022
SKU_APP_WAISTCOAT_076,ORD20260113000613,1,completed,2026-01-13T09:37:05.436022
SKU_APP_SHRUG_077,ORD20260114000614,2,completed,2026-01-14T18:24:19.436022
SKU_APP_THERMAL_078,ORD20260115000615,1,cancelled,2026-01-15T01:56:42.436022
SKU_APP_ROMPER_079,ORD20260116000616,3,completed,2026-01-16T11:11:58.436022
SKU_APP_OVERCOAT_080,ORD20260117000617,1,shipped,2026-01-17T20:42:13.436022
SKU_APP_VEST_081,ORD20260118000618,2,completed,2026-01-18T06:35:29.436022
SKU_APP_CAMISOLE_082,ORD20260119000619,1,completed,2026-01-19T14:17:50.436022
SKU_APP_CAPRI_083,ORD20260120000620,3,cancelled,2026-01-20T23:08:04.436022
SKU_APP_ANARKALI_084,ORD20260121000621,1,completed,2026-01-21T10:49:36.436022
SKU_APP_PETTICOAT_085,ORD20260122000622,2,shipped,2026-01-22T19:33:18.436022
SKU_APP_DHOTI_086,ORD20260123000623,1,completed,2026-01-23T05:26:57.436022
SKU_APP_LUNGI_087,ORD20260124000624,3,completed,2026-01-24T16:58:22.436022
SKU_APP_PARKA_088,ORD20260125000625,1,cancelled,2026-01-25T02:19:44.436022
SKU_APP_TUXEDO_089,ORD20260126000626,2,completed,2026-01-26T12:36:09.436022
SKU_APP_JUMPSUIT_090,ORD20260127000627,1,shipped,2026-01-27T21:07:31.436022
