rma_id,sku_id,created_at,seller_id,order_id,status
RMA_0044,1250316774,03-01-2026 18:39,S001,ORD_50044,pending
RMA_0045,62457715,20-02-2026 11:43,S001,ORD_50045,pending
RMA_0046,307277674,07-01-2026 07:21,S001,ORD_50046,pending
RMA_0047,385484518,21-01-2026 16:23,S001,ORD_50047,pending
RMA_0048,1501173219,14-03-2026 14:50,S001,ORD_50048,pending
RMA_0049,143130722,08-02-2026 09:57,S001,ORD_50049,pending
RMA_0050,399590501,18-01-2026 14:25,S001,ORD_50050,pending
RMA_0051,62316112,04-01-2026 14:29,S001,ORD_50051,pending
RMA_0052,307719227,30-03-2026 22:32,S001,ORD_50052,pending
RMA_0053,143127550,01-03-2026 06:15,S001,ORD_50053,pending
RMA_0054,62315009,14-01-2026 12:21,S001,ORD_50054,pending
RMA_0055,143126562,09-01-2026 16:48,S001,ORD_50055,pending
RMA_0056,62316113,31-03-2026 08:56,S001,ORD_50056,pending
RMA_0057,307463740,22-02-2026 07:49,S001,ORD_50057,pending
RMA_0058,62871337,02-01-2026 19:42,S001,ORD_50058,pending
RMA_0059,307273601,25-03-2026 20:17,S001,ORD_50059,pending
RMA_0060,1501161933,02-04-2026 17:06,S001,ORD_50060,pending
RMA_0061,140280197,01-03-2026 12:49,S001,ORD_50061,pending
RMA_0062,1455586691,12-03-2026 15:25,S001,ORD_50062,pending
RMA_0063,62316107,13-02-2026 08:07,S001,ORD_50063,pending
RMA_0064,140449266,08-01-2026 11:05,S001,ORD_50064,pending
RMA_0065,679783275,16-02-2026 11:29,S001,ORD_50065,pending
RMA_0066,307743657,04-02-2026 05:38,S001,ORD_50066,pending
RMA_0067,61122415,19-03-2026 18:22,S001,ORD_50067,pending
RMA_0068,142437247,22-03-2026 06:31,S001,ORD_50068,pending
RMA_0069,553213119,05-02-2026 02:21,S001,ORD_50069,pending
RMA_0070,60853983,19-02-2026 15:41,S001,ORD_50070,pending
RMA_0071,131103627,04-01-2026 17:42,S001,ORD_50071,pending
RMA_0072,1491957660,02-01-2026 15:56,S001,ORD_50072,pending
RMA_0073,141182803,06-01-2026 22:44,S001,ORD_50073,pending
RMA_0074,60935467,23-02-2026 06:08,S001,ORD_50074,pending
RMA_0075,307387892,04-01-2026 03:30,S001,ORD_50075,pending
RMA_0076,140449334,23-02-2026 07:06,S001,ORD_50076,pending
RMA_0077,812981606,03-04-2026 12:08,S001,ORD_50077,pending
RMA_0078,679734529,04-03-2026 12:12,S001,ORD_50078,pending
RMA_0079,307476463,18-01-2026 16:57,S001,ORD_50079,pending
RMA_0080,62315001,31-03-2026 16:02,S001,ORD_50080,pending
RMA_0081,553573404,13-02-2026 04:34,S001,ORD_50081,pending
RMA_0082,62315002,03-02-2026 05:32,S001,ORD_50082,pending
RMA_0083,1451673319,15-03-2026 18:20,S001,ORD_50083,pending
RMA_0084,261103573,03-03-2026 12:30,S001,ORD_50084,pending
RMA_0085,140449273,14-01-2026 13:51,S001,ORD_50085,pending
RMA_0086,307949486,05-04-2026 21:33,S001,ORD_50086,pending
RMA_0087,62457716,17-02-2026 03:31,S001,ORD_50087,pending
RMA_0088,140449198,15-01-2026 06:56,S001,ORD_50088,pending
RMA_0089,679410430,13-03-2026 07:34,S001,ORD_50089,pending
RMA_0090,140449181,19-03-2026 12:14,S001,ORD_50090,pending
RMA_0091,307278449,28-03-2026 05:55,S001,ORD_50091,pending
RMA_0092,1591846445,03-03-2026 05:31,S001,ORD_50092,pending
RMA_0093,385545969,09-02-2026 23:05,S001,ORD_50093,pending
RMA_0094,62316114,26-03-2026 20:44,S001,ORD_50094,pending
RMA_0095,143127745,21-03-2026 02:20,S001,ORD_50095,pending
RMA_0096,807014295,23-03-2026 02:32,S001,ORD_50096,pending
RMA_0097,525536291,22-02-2026 12:31,S001,ORD_50097,pending
RMA_0098,140449204,24-01-2026 21:51,S001,ORD_50098,pending
RMA_0099,307271037,26-01-2026 01:18,S001,ORD_50099,pending
RMA_0100,90711001-BEIGE,30-03-2026 15:32,S001,ORD_50100,pending
RMA_0101,90711002-WHITE,01-03-2026 21:27,S001,ORD_50101,pending
RMA_0102,90711003-BLACK,10-02-2026 05:30,S001,ORD_50102,pending
RMA_0103,90711004-GREEN,29-01-2026 07:20,S001,ORD_50103,pending
RMA_0104,90711005-OAK,15-01-2026 22:53,S001,ORD_50104,pending
RMA_0105,90711006-BLUE,14-02-2026 07:33,S001,ORD_50105,pending
RMA_0106,90711007-GRAY,06-03-2026 05:14,S001,ORD_50106,pending
RMA_0107,90711008-WHITE,30-03-2026 13:13,S001,ORD_50107,pending
RMA_0108,90721001-BLACK,12-03-2026 02:18,S001,ORD_50108,pending
RMA_0109,90721002-WHITE,09-01-2026 09:42,S001,ORD_50109,pending
RMA_0110,90721003-BEIGE,29-03-2026 02:14,S001,ORD_50110,pending
RMA_0111,90721004-GREEN,01-01-2026 11:05,S001,ORD_50111,pending
RMA_0112,90721005-WOOD,08-01-2026 16:51,S001,ORD_50112,pending
RMA_0113,90721006-BLUE,29-03-2026 04:08,S001,ORD_50113,pending
RMA_0114,90721007-WHITE,04-03-2026 19:36,S001,ORD_50114,pending
RMA_0115,90721008-GRAY,11-01-2026 08:19,S001,ORD_50115,pending
RMA_0116,90721009-BLACK,22-03-2026 20:33,S001,ORD_50116,pending
RMA_0117,90721010-WOOD,08-01-2026 19:37,S001,ORD_50117,pending
RMA_0118,90731001-WHITE,04-02-2026 06:25,S001,ORD_50118,pending
RMA_0119,90731002-GRAY,04-02-2026 21:17,S001,ORD_50119,pending
RMA_0120,90731003-BLACK,02-02-2026 03:27,S001,ORD_50120,pending
RMA_0121,90731004-BEIGE,05-01-2026 12:54,S001,ORD_50121,pending
RMA_0122,90731005-WOOD,10-02-2026 12:50,S001,ORD_50122,pending
RMA_0123,90731006-BLUE,28-01-2026 09:08,S001,ORD_50123,pending
RMA_0124,90731007-WHITE,07-01-2026 17:31,S001,ORD_50124,pending
RMA_0125,90731008-GREEN,14-03-2026 16:58,S001,ORD_50125,pending
RMA_0126,90731009-GRAY,13-03-2026 19:52,S001,ORD_50126,pending
RMA_0127,90731010-BLACK,12-01-2026 19:55,S001,ORD_50127,pending
RMA_0128,90731011-WHITE,03-02-2026 12:58,S001,ORD_50128,pending
RMA_0129,90731012-BLACK,02-02-2026 16:05,S001,ORD_50129,pending
RMA_0130,90731013-GREEN,17-02-2026 21:13,S001,ORD_50130,pending
RMA_0131,90731014-WOOD,23-01-2026 03:27,S001,ORD_50131,pending
RMA_0132,90731015-GRAY,03-03-2026 00:57,S001,ORD_50132,pending
RMA_0133,90731016-WHITE,29-03-2026 00:23,S001,ORD_50133,pending
RMA_0134,90731017-BLACK,06-02-2026 14:12,S001,ORD_50134,pending
RMA_0135,90731018-BEIGE,13-02-2026 12:42,S001,ORD_50135,pending
RMA_0136,90731019-WHITE,27-03-2026 16:11,S001,ORD_50136,pending
RMA_0137,90731020-BLUE,01-04-2026 23:50,S001,ORD_50137,pending
RMA_0138,90731021-WHITE,04-02-2026 07:18,S001,ORD_50138,pending
RMA_0139,90731022-GRAY,06-03-2026 17:20,S001,ORD_50139,pending
RMA_0140,90731023-BLACK,16-02-2026 12:26,S001,ORD_50140,pending
RMA_0141,90731024-WOOD,19-03-2026 22:57,S001,ORD_50141,pending
RMA_0142,90731025-BLUE,03-01-2026 13:18,S001,ORD_50142,pending
RMA_0143,90731026-GREEN,01-01-2026 07:23,S001,ORD_50143,pending
RMA_0144,90731027-BLACK,05-01-2026 07:25,S001,ORD_50144,pending
RMA_0145,90731028-WHITE,31-03-2026 14:44,S001,ORD_50145,pending
RMA_0146,90731029-GRAY,14-01-2026 12:27,S001,ORD_50146,pending
RMA_0147,90731030-BEIGE,27-01-2026 06:45,S001,ORD_50147,pending
RMA_0148,90731031-WHITE,09-01-2026 04:55,S001,ORD_50148,pending
RMA_0149,90731032-BLACK,20-03-2026 16:17,S001,ORD_50149,pending
RMA_0150,90731033-GREEN,15-01-2026 15:43,S001,ORD_50150,pending
RMA_0151,90741001-WHITE,31-03-2026 22:35,S001,ORD_50151,pending
RMA_0152,90741002-BLACK,11-02-2026 01:41,S001,ORD_50152,pending
RMA_0153,90741003-GRAY,18-03-2026 21:28,S001,ORD_50153,pending
RMA_0154,90741004-BEIGE,20-02-2026 17:16,S001,ORD_50154,pending
RMA_0155,90741005-WOOD,04-03-2026 16:03,S001,ORD_50155,pending
RMA_0156,90741006-BLUE,06-04-2026 06:43,S001,ORD_50156,pending
RMA_0157,90741007-WHITE,21-02-2026 12:44,S001,ORD_50157,pending
RMA_0158,90741008-GREEN,06-04-2026 17:58,S001,ORD_50158,pending
RMA_0159,90741009-BLACK,04-01-2026 13:28,S001,ORD_50159,pending
RMA_0160,90741010-WHITE,04-04-2026 17:03,S001,ORD_50160,pending
RMA_0161,90741011-BEIGE,23-01-2026 12:09,S001,ORD_50161,pending
RMA_0162,90741012-GRAY,15-01-2026 10:24,S001,ORD_50162,pending
RMA_0163,90741013-WOOD,12-02-2026 20:30,S001,ORD_50163,pending
RMA_0164,90741014-BLUE,29-01-2026 20:02,S001,ORD_50164,pending
RMA_0165,90741015-BLACK,05-02-2026 15:46,S001,ORD_50165,pending
RMA_0166,90741016-WHITE,13-01-2026 22:01,S001,ORD_50166,pending
RMA_0167,90741017-GREEN,01-02-2026 16:56,S001,ORD_50167,pending
RMA_0168,90741018-GRAY,12-03-2026 07:24,S001,ORD_50168,pending
RMA_0169,90741019-BEIGE,28-02-2026 18:48,S001,ORD_50169,pending
RMA_0170,90741020-WOOD,27-03-2026 19:05,S001,ORD_50170,pending
RMA_0171,90751001-BLACK,28-01-2026 14:25,S001,ORD_50171,pending
RMA_0172,90751002-WHITE,07-03-2026 08:07,S001,ORD_50172,pending
RMA_0173,90751003-GRAY,11-02-2026 19:34,S001,ORD_50173,pending
RMA_0174,90751004-BEIGE,14-02-2026 09:26,S001,ORD_50174,pending
RMA_0175,90751005-BLUE,03-03-2026 11:24,S001,ORD_50175,pending
RMA_0176,90751006-WOOD,26-02-2026 20:17,S001,ORD_50176,pending
RMA_0177,90751007-BLACK,06-01-2026 22:53,S001,ORD_50177,pending
RMA_0178,90751008-WHITE,28-01-2026 19:00,S001,ORD_50178,pending
RMA_0179,90751009-GREEN,28-01-2026 00:47,S001,ORD_50179,pending
RMA_0180,90751010-BLUE,13-02-2026 19:38,S001,ORD_50180,pending
RMA_0181,90751011-WHITE,25-03-2026 08:02,S001,ORD_50181,pending
RMA_0182,90751012-BLACK,30-01-2026 21:54,S001,ORD_50182,pending
RMA_0183,90751013-BEIGE,03-03-2026 14:03,S001,ORD_50183,pending
RMA_0184,90751014-GREEN,16-03-2026 00:40,S001,ORD_50184,pending
RMA_0185,90751015-WOOD,02-04-2026 11:36,S001,ORD_50185,pending
RMA_0186,90751016-BLUE,30-03-2026 02:50,S001,ORD_50186,pending
RMA_0187,90751017-GRAY,03-03-2026 10:14,S001,ORD_50187,pending
RMA_0188,90751018-BLACK,07-04-2026 01:07,S001,ORD_50188,pending
RMA_0189,90751019-WHITE,01-01-2026 15:37,S001,ORD_50189,pending
RMA_0190,90751020-BEIGE,27-01-2026 08:49,S001,ORD_50190,pending
RMA_0191,90751021-GREEN,03-03-2026 14:18,S001,ORD_50191,pending
RMA_0192,90751022-BLUE,18-03-2026 11:55,S001,ORD_50192,pending
RMA_0193,90751023-WOOD,03-01-2026 00:46,S001,ORD_50193,pending
RMA_0194,90751024-GRAY,11-03-2026 12:25,S001,ORD_50194,pending
RMA_0195,90751025-BEIGE,13-03-2026 13:38,S001,ORD_50195,pending
RMA_0196,90751026-WHITE,27-01-2026 07:09,S001,ORD_50196,pending
RMA_0197,90751027-BLACK,09-01-2026 07:37,S001,ORD_50197,pending
RMA_0198,90751028-BROWN,03-03-2026 11:13,S001,ORD_50198,pending
RMA_0199,90732001-500G,06-02-2026 00:48,S001,ORD_50199,pending
RMA_0200,90732002-1KG,07-04-2026 10:40,S001,ORD_50200,pending
RMA_0201,90732003-200G,20-02-2026 07:18,S001,ORD_50201,pending
RMA_0202,90732004-500ML,13-02-2026 09:29,S001,ORD_50202,pending
RMA_0203,90732005-1L,24-01-2026 18:04,S001,ORD_50203,pending
RMA_0204,90732006-250G,20-03-2026 10:54,S001,ORD_50204,pending
RMA_0205,90732007-100G,28-02-2026 06:30,S001,ORD_50205,pending
RMA_0206,90732008-500G,01-02-2026 10:06,S001,ORD_50206,pending
RMA_0207,90732009-200G,06-04-2026 16:18,S001,ORD_50207,pending
RMA_0208,90732010-150G,29-03-2026 00:30,S001,ORD_50208,pending
RMA_0209,90732011-1KG,21-02-2026 20:51,S001,ORD_50209,pending
RMA_0210,90732012-1KG,03-03-2026 20:57,S001,ORD_50210,pending
RMA_0211,90732013-500G,27-02-2026 07:38,S001,ORD_50211,pending
RMA_0212,90732014-200G,21-02-2026 22:23,S001,ORD_50212,pending
RMA_0213,90732015-750ML,12-01-2026 23:33,S001,ORD_50213,pending
RMA_0214,90732016-400G,08-02-2026 05:56,S001,ORD_50214,pending
RMA_0215,90732017-200G,02-01-2026 21:22,S001,ORD_50215,pending
RMA_0216,90732018-500G,03-01-2026 17:47,S001,ORD_50216,pending
RMA_0217,90732019-250G,25-02-2026 05:44,S001,ORD_50217,pending
RMA_0218,90732020-300G,22-03-2026 04:39,S001,ORD_50218,pending
RMA_0219,90732021-1KG,28-02-2026 12:05,S001,ORD_50219,pending
RMA_0220,90732022-500G,02-01-2026 18:37,S001,ORD_50220,pending
RMA_0221,90732023-1L,02-01-2026 21:40,S001,ORD_50221,pending
RMA_0222,90732024-500G,02-04-2026 07:35,S001,ORD_50222,pending
RMA_0223,90732025-200G,23-02-2026 08:26,S001,ORD_50223,pending
RMA_0224,90732026-1KG,28-03-2026 16:10,S001,ORD_50224,pending
RMA_0225,90732027-100G,06-04-2026 02:04,S001,ORD_50225,pending
RMA_0226,90732028-500G,07-04-2026 18:56,S001,ORD_50226,pending
RMA_0227,90732029-750ML,01-01-2026 10:16,S001,ORD_50227,pending
RMA_0228,90732030-500G,19-01-2026 23:51,S001,ORD_50228,pending
RMA_0229,90732031-500G,02-01-2026 16:06,S001,ORD_50229,pending
RMA_0230,90732032-200G,22-02-2026 20:26,S001,ORD_50230,pending
RMA_0231,90732033-500ML,13-02-2026 18:46,S001,ORD_50231,pending
RMA_0232,90732034-100G,31-03-2026 01:56,S001,ORD_50232,pending
RMA_0233,90732035-400G,01-02-2026 07:14,S001,ORD_50233,pending
RMA_0234,90732036-500G,11-03-2026 18:45,S001,ORD_50234,pending
RMA_0235,90732037-250G,01-02-2026 06:12,S001,ORD_50235,pending
RMA_0236,90732038-200G,09-03-2026 16:10,S001,ORD_50236,pending
RMA_0237,90732039-750ML,24-02-2026 05:59,S001,ORD_50237,pending
RMA_0238,90732040-300G,16-03-2026 18:44,S001,ORD_50238,pending
RMA_0239,90732041-1KG,25-02-2026 23:25,S001,ORD_50239,pending
RMA_0240,90732042-500G,17-01-2026 05:21,S001,ORD_50240,pending
RMA_0241,90732043-500G,07-02-2026 01:27,S001,ORD_50241,pending
RMA_0242,90732044-200G,24-01-2026 05:23,S001,ORD_50242,pending
RMA_0243,90732045-1L,10-03-2026 22:28,S001,ORD_50243,pending
RMA_0244,90732046-200G,11-03-2026 04:08,S001,ORD_50244,pending
RMA_0245,90732047-1KG,27-03-2026 18:41,S001,ORD_50245,pending
RMA_0246,90732048-500G,11-01-2026 19:03,S001,ORD_50246,pending
RMA_0247,90732049-250G,16-01-2026 03:48,S001,ORD_50247,pending
RMA_0248,90732050-300G,07-04-2026 21:45,S001,ORD_50248,pending
RMA_0249,90732051-2KG,14-03-2026 16:55,S001,ORD_50249,pending
RMA_0250,90732052-5KG,28-02-2026 10:17,S001,ORD_50250,pending
RMA_0251,90732053-100G,11-03-2026 03:42,S001,ORD_50251,pending
RMA_0252,90732054-2L,21-03-2026 12:15,S001,ORD_50252,pending
RMA_0253,90732055-500ML,03-04-2026 19:32,S001,ORD_50253,pending
RMA_0254,90732056-100G,03-01-2026 16:28,S001,ORD_50254,pending
RMA_0255,90732057-200G,20-01-2026 08:38,S001,ORD_50255,pending
RMA_0256,90732058-2KG,28-02-2026 03:59,S001,ORD_50256,pending
RMA_0257,90732059-500G,05-02-2026 22:09,S001,ORD_50257,pending
RMA_0258,90732060-300G,19-01-2026 13:08,S001,ORD_50258,pending
RMA_0259,90732101-750G,31-03-2026 18:58,S001,ORD_50259,pending
RMA_0260,90732102-2KG,08-03-2026 02:30,S001,ORD_50260,pending
RMA_0261,90732103-250G,19-01-2026 13:27,S001,ORD_50261,pending
RMA_0262,90732104-750G,20-01-2026 07:59,S001,ORD_50262,pending
RMA_0263,90732105-500G,06-04-2026 23:56,S001,ORD_50263,pending
RMA_0264,90732106-750ML,12-03-2026 00:02,S001,ORD_50264,pending
RMA_0265,90732107-200G,21-02-2026 09:53,S001,ORD_50265,pending
RMA_0266,90732108-500ML,02-02-2026 17:54,S001,ORD_50266,pending
RMA_0267,90732109-100G,09-02-2026 15:13,S001,ORD_50267,pending
RMA_0268,90732110-300G,08-02-2026 07:57,S001,ORD_50268,pending
RMA_0269,90732111-1KG,23-03-2026 00:24,S001,ORD_50269,pending
RMA_0270,90732112-1L,01-01-2026 11:14,S001,ORD_50270,pending
RMA_0271,90732113-250G,11-01-2026 07:01,S001,ORD_50271,pending
RMA_0272,90732114-500G,02-04-2026 23:23,S001,ORD_50272,pending
RMA_0273,90732115-150G,26-02-2026 15:13,S001,ORD_50273,pending
RMA_0274,90732116-400G,30-03-2026 17:47,S001,ORD_50274,pending
RMA_0275,90732117-1KG,19-02-2026 03:06,S001,ORD_50275,pending
RMA_0276,90732118-300ML,23-01-2026 05:35,S001,ORD_50276,pending
RMA_0277,90732119-1L,31-01-2026 11:49,S001,ORD_50277,pending
RMA_0278,90732120-400G,04-04-2026 08:23,S001,ORD_50278,pending
RMA_0279,90732121-2KG,11-02-2026 14:26,S001,ORD_50279,pending
RMA_0280,90732122-750G,07-01-2026 15:36,S001,ORD_50280,pending
RMA_0281,90732123-300G,16-01-2026 23:37,S001,ORD_50281,pending
RMA_0282,90732124-1KG,31-03-2026 11:29,S001,ORD_50282,pending
RMA_0283,90732125-200G,01-03-2026 23:26,S001,ORD_50283,pending
RMA_0284,90732126-500ML,02-01-2026 22:38,S001,ORD_50284,pending
RMA_0285,90732127-600G,01-01-2026 13:14,S001,ORD_50285,pending
RMA_0286,90732128-300G,17-02-2026 12:25,S001,ORD_50286,pending
RMA_0287,90732129-500G,12-01-2026 01:00,S001,ORD_50287,pending
RMA_0288,90732130-1KG,10-03-2026 02:55,S001,ORD_50288,pending
RMA_0289,90732131-250G,06-02-2026 23:03,S001,ORD_50289,pending
RMA_0290,90732132-200G,01-02-2026 21:28,S001,ORD_50290,pending
RMA_0291,90732133-500G,09-01-2026 09:56,S001,ORD_50291,pending
RMA_0292,90732134-1KG,19-01-2026 08:00,S001,ORD_50292,pending
RMA_0293,90732135-500ML,17-02-2026 19:42,S001,ORD_50293,pending
RMA_0294,90732136-750G,21-03-2026 07:49,S001,ORD_50294,pending
RMA_0295,90732137-400G,03-01-2026 09:45,S001,ORD_50295,pending
RMA_0296,90732138-250G,20-01-2026 18:21,S001,ORD_50296,pending
RMA_0297,90732139-300G,24-01-2026 02:10,S001,ORD_50297,pending
RMA_0298,90733001-BLUE,23-02-2026 23:09,S001,ORD_50298,pending
RMA_0299,90733002-A4,02-02-2026 04:58,S001,ORD_50299,pending
RMA_0300,90733003-SET,24-01-2026 02:16,S001,ORD_50300,pending
RMA_0301,90733004-BLACK,16-03-2026 15:35,S001,ORD_50301,pending
RMA_0302,90733005-500,13-03-2026 16:55,S001,ORD_50302,pending
RMA_0303,90733006-BLUE,05-02-2026 14:46,S001,ORD_50303,pending
RMA_0304,90733007-WHITE,07-02-2026 02:25,S001,ORD_50304,pending
RMA_0305,90733008-METAL,25-03-2026 11:47,S001,ORD_50305,pending
RMA_0306,90733009-GLUE,30-03-2026 08:20,S001,ORD_50306,pending
RMA_0307,90733010-RULER,25-01-2026 20:12,S001,ORD_50307,pending
RMA_0308,90733011-BLUE,03-04-2026 11:08,S001,ORD_50308,pending
RMA_0309,90733012-A4,18-01-2026 14:10,S001,ORD_50309,pending
RMA_0310,90733013-METAL,23-03-2026 01:10,S001,ORD_50310,pending
RMA_0311,90733014-WHITE,07-03-2026 22:05,S001,ORD_50311,pending
RMA_0312,90733015-SET,23-02-2026 17:00,S001,ORD_50312,pending
RMA_0313,90733016-A4,04-02-2026 19:53,S001,ORD_50313,pending
RMA_0314,90733017-BLACK,21-03-2026 11:05,S001,ORD_50314,pending
RMA_0315,90733018-METAL,02-03-2026 22:12,S001,ORD_50315,pending
RMA_0316,90733019-SET,10-02-2026 03:21,S001,ORD_50316,pending
RMA_0317,90733020-A4,02-02-2026 22:55,S001,ORD_50317,pending
RMA_0318,90733021-BLACK,09-03-2026 15:30,S001,ORD_50318,pending
RMA_0319,90733022-A4,02-02-2026 22:21,S001,ORD_50319,pending
RMA_0320,90733023-WHITE,14-01-2026 15:36,S001,ORD_50320,pending
RMA_0321,90733024-BLUE,21-01-2026 00:46,S001,ORD_50321,pending
RMA_0322,90733025-BLACK,17-02-2026 21:26,S001,ORD_50322,pending
RMA_0323,90733026-METAL,20-01-2026 01:49,S001,ORD_50323,pending
RMA_0324,90733027-SET,08-01-2026 02:51,S001,ORD_50324,pending
RMA_0325,90733028-BLUE,07-01-2026 20:13,S001,ORD_50325,pending
RMA_0326,90733029-WHITE,08-03-2026 19:46,S001,ORD_50326,pending
RMA_0327,90733030-BLUE,17-01-2026 16:57,S001,ORD_50327,pending
RMA_0328,90733031-BLUE,02-02-2026 19:04,S001,ORD_50328,pending
RMA_0329,90733032-BLACK,17-02-2026 21:57,S001,ORD_50329,pending
RMA_0330,90733033-SET,17-03-2026 20:35,S001,ORD_50330,pending
RMA_0331,90733034-WHITE,28-02-2026 00:31,S001,ORD_50331,pending
RMA_0332,90733035-METAL,27-03-2026 19:33,S001,ORD_50332,pending
RMA_0333,90733036-SET,22-01-2026 05:06,S001,ORD_50333,pending
RMA_0334,90733037-WHITE,30-01-2026 14:41,S001,ORD_50334,pending
RMA_0335,90733038-BLUE,07-02-2026 13:47,S001,ORD_50335,pending
RMA_0336,90733039-BLACK,20-02-2026 19:09,S001,ORD_50336,pending
RMA_0337,90733040-WHITE,23-02-2026 14:49,S001,ORD_50337,pending
RMA_0338,90733041-BLUE,08-01-2026 13:16,S001,ORD_50338,pending
RMA_0339,90733042-WHITE,27-01-2026 20:29,S001,ORD_50339,pending
RMA_0340,90733043-BLUE,27-01-2026 23:20,S001,ORD_50340,pending
RMA_0341,90733044-METAL,21-01-2026 04:59,S001,ORD_50341,pending
RMA_0342,90733045-SET,30-01-2026 05:12,S001,ORD_50342,pending
RMA_0343,90733046-BLACK,07-04-2026 16:00,S001,ORD_50343,pending
RMA_0344,90733047-BLUE,28-01-2026 10:00,S001,ORD_50344,pending
RMA_0345,90733048-WHITE,05-03-2026 15:46,S001,ORD_50345,pending
RMA_0346,90733049-BLACK,07-04-2026 11:32,S001,ORD_50346,pending
RMA_0347,90733050-SET,10-03-2026 14:37,S001,ORD_50347,pending
RMA_0348,90733051-BLUE,02-03-2026 22:24,S001,ORD_50348,pending
RMA_0349,90733052-A5,17-02-2026 03:25,S001,ORD_50349,pending
RMA_0350,90733053-SET,19-01-2026 17:12,S001,ORD_50350,pending
RMA_0351,90733054-BLACK,04-01-2026 20:58,S001,ORD_50351,pending
RMA_0352,90733055-1000,04-02-2026 02:27,S001,ORD_50352,pending
RMA_0353,90733056-RED,05-03-2026 21:32,S001,ORD_50353,pending
RMA_0354,90733057-WHITE,18-02-2026 07:36,S001,ORD_50354,pending
RMA_0355,90733058-METAL,17-01-2026 22:40,S001,ORD_50355,pending
RMA_0356,90733059-GLUE,13-02-2026 02:29,S001,ORD_50356,pending
RMA_0357,90733060-RULER,02-04-2026 07:56,S001,ORD_50357,pending
RMA_0358,90733061-BLACK,30-01-2026 17:48,S001,ORD_50358,pending
RMA_0359,90733062-YELLOW,03-04-2026 09:47,S001,ORD_50359,pending
RMA_0360,90733063-METAL,15-02-2026 19:07,S001,ORD_50360,pending
RMA_0361,90733064-WHITE,06-01-2026 16:48,S001,ORD_50361,pending
RMA_0362,90733065-SET,06-02-2026 07:46,S001,ORD_50362,pending
RMA_0363,90733066-BROWN,24-01-2026 22:55,S001,ORD_50363,pending
RMA_0364,90733067-BLUE,03-04-2026 10:00,S001,ORD_50364,pending
RMA_0365,90733068-METAL,15-02-2026 04:11,S001,ORD_50365,pending
