sku_id,view_count,addtocart_count,wishlist_count,timestamp,sourcepage
90732005-1L,68,4,3,04/04/2026,product
90732006-250G,19,0,1,04/04/2026,category
90732007-100G,29,2,1,04/04/2026,category
90732008-500G,10,1,0,04/04/2026,search
90732009-200G,46,1,0,04/04/2026,search
90732010-150G,35,2,0,04/04/2026,home
90732011-1KG,19,1,0,04/04/2026,search
90732012-1KG,23,1,0,04/04/2026,product
90732013-500G,40,4,0,04/04/2026,category
90732014-200G,27,1,0,04/04/2026,product
90732015-750ML,46,2,0,04/04/2026,category
90732016-400G,20,0,1,04/04/2026,search
90732017-200G,12,0,1,04/04/2026,product
90732018-500G,15,1,1,04/04/2026,product
90732019-250G,92,1,3,04/04/2026,recommendation
90732020-300G,6,1,0,04/04/2026,search
90732021-1KG,25,1,0,04/04/2026,recommendation
90732022-500G,38,3,3,04/04/2026,category
90732023-1L,78,8,6,04/04/2026,category
90732024-500G,36,3,2,04/04/2026,recommendation
90732025-200G,15,2,0,04/04/2026,product
90732026-1KG,19,5,2,04/04/2026,product
90732027-100G,29,2,0,04/04/2026,category
90732028-500G,56,1,3,04/04/2026,search
90732029-750ML,19,0,1,04/04/2026,home
90732030-500G,20,0,1,04/04/2026,search
90732031-500G,67,7,2,04/04/2026,recommendation
90732032-200G,52,2,1,04/04/2026,product
90732033-500ML,39,3,0,04/04/2026,product
90732034-100G,50,2,3,04/04/2026,home
90732035-400G,81,5,3,04/04/2026,recommendation
90732036-500G,36,1,1,04/04/2026,search
90732037-250G,29,2,2,04/04/2026,search
90732038-200G,51,0,3,04/04/2026,category
90732039-750ML,48,0,1,04/04/2026,category
90732040-300G,50,3,2,04/04/2026,search
90732041-1KG,21,1,0,04/04/2026,category
90732042-500G,35,2,0,04/04/2026,home
90732043-500G,12,0,0,04/04/2026,category
90732044-200G,26,1,1,04/04/2026,search
90732045-1L,18,0,0,04/04/2026,home
90732046-200G,33,0,0,04/04/2026,home
90732047-1KG,51,7,1,04/04/2026,product
90732048-500G,13,0,0,04/04/2026,category
90732049-250G,42,0,0,04/04/2026,home
90732050-300G,26,3,0,04/04/2026,product
90732051-2KG,24,3,1,04/04/2026,category
90732052-5KG,30,0,0,04/04/2026,product
90732053-100G,47,3,1,04/04/2026,search
90732054-2L,16,0,0,04/04/2026,recommendation
90732055-500ML,20,1,1,04/04/2026,home
90732056-100G,10,1,0,04/04/2026,product
90732057-200G,33,0,0,04/04/2026,product
90732058-2KG,20,2,0,04/04/2026,product
90732059-500G,30,1,0,04/04/2026,category
90732060-300G,33,0,1,04/04/2026,search
90732101-750G,50,0,1,04/04/2026,search
90732102-2KG,114,4,3,04/04/2026,search
90732103-250G,8,1,0,04/04/2026,recommendation
90732104-750G,22,2,2,04/04/2026,recommendation
90732105-500G,14,0,0,04/04/2026,home
90732106-750ML,19,1,1,04/04/2026,search
90732107-200G,22,1,0,04/04/2026,search
90732108-500ML,25,2,1,04/04/2026,recommendation
90732109-100G,12,0,1,04/04/2026,home
90732110-300G,22,1,1,04/04/2026,product
90732111-1KG,23,0,0,04/04/2026,home
90732112-1L,36,0,0,04/04/2026,search
90732113-250G,23,1,1,04/04/2026,home
90732114-500G,77,4,5,04/04/2026,search
90732115-150G,119,14,2,04/04/2026,recommendation
90732116-400G,61,6,1,04/04/2026,search
90732117-1KG,18,0,0,04/04/2026,recommendation
90732118-300ML,57,2,5,04/04/2026,home
90732119-1L,18,0,0,04/04/2026,search
90732120-400G,4,0,0,04/04/2026,search
90732121-2KG,3,1,0,04/04/2026,category
90732122-750G,28,0,1,04/04/2026,home
90732123-300G,22,0,0,04/04/2026,search
90732124-1KG,29,1,0,04/04/2026,home
90732125-200G,45,1,0,04/04/2026,product
90732126-500ML,10,0,0,04/04/2026,recommendation
90732127-600G,24,2,0,04/04/2026,recommendation
90732128-300G,28,0,1,04/04/2026,product
90732129-500G,21,2,0,04/04/2026,home
90732130-1KG,70,4,4,04/04/2026,category
90732131-250G,63,3,1,04/04/2026,recommendation
90732132-200G,27,2,1,04/04/2026,home
90732133-500G,13,0,0,04/04/2026,home
90732134-1KG,15,0,1,04/04/2026,home
90732135-500ML,19,0,0,04/04/2026,product
90732136-750G,47,4,1,04/04/2026,search
90732137-400G,11,0,0,04/04/2026,category
90732138-250G,11,0,1,04/04/2026,search
90732139-300G,10,0,0,04/04/2026,product
90733001-BLUE,58,2,1,04/04/2026,recommendation
90733002-A4,40,4,0,04/04/2026,search
90733003-SET,64,5,2,04/04/2026,home
90733004-BLACK,28,0,0,04/04/2026,category
90733005-500,12,1,0,04/04/2026,search
90733006-BLUE,13,0,0,04/04/2026,category
90733007-WHITE,42,3,3,04/04/2026,recommendation
90733008-METAL,17,1,0,04/04/2026,category
90733009-GLUE,25,0,0,04/04/2026,category
90733010-RULER,67,4,2,04/04/2026,category
90733011-BLUE,52,2,1,04/04/2026,recommendation
90733012-A4,5,0,0,04/04/2026,product
90733013-METAL,29,0,2,04/04/2026,home
90733014-WHITE,31,3,0,04/04/2026,home
90733015-SET,25,1,0,04/04/2026,product
90733016-A4,19,3,3,04/04/2026,home
90733017-BLACK,24,1,0,04/04/2026,search
90733018-METAL,81,6,3,04/04/2026,product
90733019-SET,37,4,2,04/04/2026,search
90733020-A4,16,0,0,04/04/2026,recommendation
90733021-BLACK,41,1,2,04/04/2026,home
90733022-A4,23,2,2,04/04/2026,home
90733023-WHITE,26,4,2,04/04/2026,recommendation
90733024-BLUE,20,1,1,04/04/2026,category
90733025-BLACK,38,4,1,04/04/2026,product
90733026-METAL,38,0,0,04/04/2026,recommendation
90733027-SET,43,5,0,04/04/2026,product
90733028-BLUE,31,2,3,04/04/2026,recommendation
90733029-WHITE,30,2,0,04/04/2026,category
90733030-BLUE,17,0,1,04/04/2026,recommendation
90733031-BLUE,20,1,1,04/04/2026,product
90733032-BLACK,80,7,3,04/04/2026,home
90733033-SET,61,2,2,04/04/2026,search
90733034-WHITE,18,1,0,04/04/2026,home
90733035-METAL,30,4,2,04/04/2026,home
90733036-SET,30,2,0,04/04/2026,search
90733037-WHITE,38,2,0,04/04/2026,product
90733038-BLUE,10,0,1,04/04/2026,recommendation
90733039-BLACK,31,1,1,04/04/2026,category
90733040-WHITE,50,0,1,04/04/2026,home
90733041-BLUE,14,2,0,04/04/2026,home
90733042-WHITE,40,1,3,04/04/2026,home
90733043-BLUE,33,3,0,04/04/2026,recommendation
90733044-METAL,41,3,1,04/04/2026,home
90733045-SET,58,4,0,04/04/2026,recommendation
90733046-BLACK,55,1,2,04/04/2026,category
90733047-BLUE,21,0,0,04/04/2026,category
90733048-WHITE,47,3,0,04/04/2026,product
90733049-BLACK,77,4,1,04/04/2026,category
90733050-SET,101,2,9,04/04/2026,recommendation
90733051-BLUE,9,0,0,04/04/2026,search
90733052-A5,49,0,1,04/04/2026,recommendation
90733053-SET,50,4,1,04/04/2026,product
90733054-BLACK,20,0,0,04/04/2026,recommendation
90733055-1000,12,1,0,04/04/2026,category
90733056-RED,55,0,0,04/04/2026,product
90733057-WHITE,40,1,1,04/04/2026,search
90733058-METAL,12,1,1,04/04/2026,search
90733059-GLUE,62,7,1,04/04/2026,search
90733060-RULER,57,2,2,04/04/2026,home
90733061-BLACK,56,1,3,04/04/2026,category
90733062-YELLOW,18,0,0,04/04/2026,search
90733063-METAL,16,0,2,04/04/2026,recommendation
90733064-WHITE,17,0,0,04/04/2026,category
90733065-SET,39,2,3,04/04/2026,recommendation
90733066-BROWN,49,1,2,04/04/2026,recommendation
90733067-BLUE,48,2,2,04/04/2026,product
90733068-METAL,2,0,0,04/04/2026,recommendation
90733069-SET,5,0,0,04/04/2026,search
90733070-A4,55,3,4,04/04/2026,search
90733071-BLACK,52,3,0,04/04/2026,search
90733072-A4,16,1,2,04/04/2026,category
90733073-WHITE,34,0,1,04/04/2026,home
90733074-SET,17,0,0,04/04/2026,product
90733075-BLACK,25,0,1,04/04/2026,recommendation
90733076-METAL,74,3,5,04/04/2026,search
90733077-SET,25,2,0,04/04/2026,recommendation
90733078-BLUE,22,0,3,04/04/2026,recommendation
90733079-WHITE,26,1,0,04/04/2026,search
90733080-BLUE,69,2,2,04/04/2026,recommendation
90733081-BLUE,10,0,0,04/04/2026,search
90733082-A4,30,2,1,04/04/2026,product
90733083-SET,23,0,0,04/04/2026,category
90733084-BLACK,18,0,0,04/04/2026,category
90733085-5000,25,1,1,04/04/2026,home
90733086-GREEN,24,0,1,04/04/2026,search
90733087-WHITE,22,0,0,04/04/2026,search
90733088-METAL,10,0,0,04/04/2026,search
90733089-GLUE,6,0,1,04/04/2026,home
90733090-RULER,32,1,1,04/04/2026,category
90733091-BLUE,19,3,0,04/04/2026,product
90733092-YELLOW,23,0,1,04/04/2026,recommendation
90733093-METAL,33,3,1,04/04/2026,category
90733094-WHITE,24,2,0,04/04/2026,recommendation
90733095-SET,28,1,2,04/04/2026,product
90733096-BROWN,33,2,1,04/04/2026,category
90733097-BLACK,55,0,0,04/04/2026,recommendation
90733098-METAL,47,0,3,04/04/2026,recommendation
90734001-STEEL,47,2,0,04/04/2026,product
90734002-SET,8,0,0,04/04/2026,category
90734003-STEEL,63,6,2,04/04/2026,home
90734004-STEEL,14,1,0,04/04/2026,home
90734005-STEEL,13,0,0,04/04/2026,search
90734006-BLACK,14,0,0,04/04/2026,recommendation
90734007-SET,42,2,1,04/04/2026,search
90734008-STEEL,61,3,4,04/04/2026,category
90734009-STEEL,42,0,1,04/04/2026,recommendation
90734010-BOX,54,5,0,04/04/2026,category
90734011-STEEL,15,0,0,04/04/2026,home
90734012-BLACK,22,0,0,04/04/2026,recommendation
90734013-STEEL,36,4,1,04/04/2026,recommendation
90734014-YELLOW,59,3,4,04/04/2026,category
90734015-STEEL,37,0,0,04/04/2026,search
90734016-STEEL,66,4,3,04/04/2026,home
90734017-STEEL,8,0,0,04/04/2026,search
90734018-BLACK,30,0,1,04/04/2026,recommendation
90734019-STEEL,2,0,0,04/04/2026,category
90734020-STEEL,18,1,0,04/04/2026,category
90734021-STEEL,46,1,3,04/04/2026,recommendation
90734022-STEEL,54,1,3,04/04/2026,product
90734023-STEEL,17,2,1,04/04/2026,recommendation
90734024-STEEL,19,0,0,04/04/2026,category
90734025-STEEL,6,0,0,04/04/2026,home
90734026-STEEL,11,1,3,04/04/2026,search
90734027-STEEL,18,1,0,04/04/2026,search
90734028-STEEL,21,2,1,04/04/2026,home
90734029-STEEL,21,2,0,04/04/2026,home
90734030-STEEL,54,2,0,04/04/2026,category
90734031-STEEL,9,0,1,04/04/2026,search
90734032-STEEL,34,1,1,04/04/2026,product
90734033-BLACK,49,1,0,04/04/2026,recommendation
90734034-STEEL,19,0,0,04/04/2026,recommendation
90734035-STEEL,75,3,1,04/04/2026,search
90734036-BLUE,48,2,1,04/04/2026,home
90734037-BLACK,6,0,0,04/04/2026,home
90734038-STEEL,41,2,0,04/04/2026,category
90734039-STEEL,38,2,2,04/04/2026,home
90734040-STEEL,6,0,0,04/04/2026,category
90734041-STEEL,21,1,2,04/04/2026,search
90734042-STEEL,29,1,2,04/04/2026,home
90734043-BLACK,41,3,0,04/04/2026,search
90734044-STEEL,67,3,1,04/04/2026,home
90734045-STEEL,51,1,1,04/04/2026,home
90734046-STEEL,20,0,0,04/04/2026,recommendation
90734047-STEEL,32,2,1,04/04/2026,product
90734048-STEEL,28,2,0,04/04/2026,search
90734049-STEEL,7,0,0,04/04/2026,home
90734050-STEEL,17,1,1,04/04/2026,product
90734051-STEEL,38,0,0,04/04/2026,search
90734052-STEEL,54,5,1,04/04/2026,category
90734053-STEEL,16,0,0,04/04/2026,category
90734054-STEEL,16,0,0,04/04/2026,product
90734055-STEEL,10,0,0,04/04/2026,home
90734056-STEEL,16,0,0,04/04/2026,recommendation
90734057-STEEL,23,0,1,04/04/2026,category
90734058-STEEL,31,1,0,04/04/2026,product
90734059-STEEL,12,0,0,04/04/2026,home
90734060-STEEL,28,0,0,04/04/2026,category
90734061-STEEL,102,7,0,04/04/2026,search
90734062-STEEL,11,0,0,04/04/2026,category
90734063-STEEL,15,2,1,04/04/2026,search
90734064-STEEL,30,2,1,04/04/2026,search
90734065-STEEL,26,1,1,04/04/2026,category
90734066-STEEL,30,1,0,04/04/2026,category
90734067-STEEL,50,7,3,04/04/2026,search
90734068-STEEL,28,3,0,04/04/2026,search
90734069-STEEL,18,0,1,04/04/2026,home
90734070-STEEL,14,0,0,04/04/2026,home
90734071-STEEL,43,1,1,04/04/2026,home
90734072-STEEL,56,2,1,04/04/2026,search
90734073-STEEL,9,0,0,04/04/2026,home
90734074-STEEL,90,3,2,04/04/2026,search
90734075-STEEL,40,2,4,04/04/2026,search
90734076-STEEL,33,1,1,04/04/2026,recommendation
90734077-STEEL,10,0,0,04/04/2026,product
90734078-STEEL,5,0,0,04/04/2026,search
90734079-STEEL,57,3,2,04/04/2026,product
90734080-STEEL,90,1,1,04/04/2026,home
90734081-STEEL,21,1,0,04/04/2026,home
90734082-STEEL,13,0,0,04/04/2026,recommendation
90734083-STEEL,53,1,3,04/04/2026,search
90734084-STEEL,50,3,0,04/04/2026,search
90734085-STEEL,17,0,0,04/04/2026,home
90734086-STEEL,25,0,0,04/04/2026,recommendation
90734087-STEEL,5,0,0,04/04/2026,search
90734088-STEEL,20,0,1,04/04/2026,recommendation
90734089-STEEL,50,4,4,04/04/2026,search
90734090-STEEL,44,0,3,04/04/2026,recommendation
90734091-STEEL,20,0,1,04/04/2026,product
90734092-STEEL,7,0,0,04/04/2026,recommendation
90734093-STEEL,33,1,1,04/04/2026,category
90734094-STEEL,35,0,3,04/04/2026,search
90734095-STEEL,22,0,0,04/04/2026,product
90734096-STEEL,45,5,1,04/04/2026,home
90734097-STEEL,8,1,0,04/04/2026,home
90734098-STEEL,28,2,1,04/04/2026,recommendation
90734099-STEEL,29,4,1,04/04/2026,category
90734100-STEEL,15,0,2,04/04/2026,recommendation
SKU_LIP_001,9,1,1,04/04/2026,category
SKU_EYE_001,9,1,2,04/04/2026,recommendation
SKU_SKIN_001,3,0,0,04/04/2026,category
SKU_FOUND_001,39,2,1,04/04/2026,recommendation
SKU_HAIR_001,5,1,1,04/04/2026,home
SKU_LIP_002,27,1,0,04/04/2026,home
SKU_EYE_002,45,4,3,04/04/2026,product
SKU_SKIN_002,34,0,0,04/04/2026,recommendation
SKU_SKIN_003,10,0,0,04/04/2026,category
SKU_FOUND_002,19,4,2,04/04/2026,recommendation
SKU_HAIR_002,51,3,0,04/04/2026,category
SKU_HAIR_003,35,3,2,04/04/2026,home
SKU_SKIN_004,34,2,0,04/04/2026,search
SKU_LIP_003,38,1,0,04/04/2026,product
SKU_SKIN_005,23,2,2,04/04/2026,search
SKU_EYE_003,9,0,0,04/04/2026,home
SKU_SKIN_006,66,2,2,04/04/2026,recommendation
SKU_HAIR_004,83,4,5,04/04/2026,home
SKU_SKIN_007,30,1,0,04/04/2026,recommendation
SKU_EYE_004,24,0,0,04/04/2026,category
SKU_NAIL_001,29,1,2,04/04/2026,category
SKU_SKIN_008,48,1,3,04/04/2026,search
SKU_LIP_004,39,3,3,04/04/2026,home
SKU_SKIN_009,42,4,0,04/04/2026,recommendation
SKU_EYE_005,4,0,0,04/04/2026,product
SKU_SKIN_010,28,2,0,04/04/2026,search
SKU_HAIR_005,13,1,0,04/04/2026,search
SKU_SKIN_011,16,0,1,04/04/2026,search
SKU_LIP_005,11,1,0,04/04/2026,search
SKU_SKIN_012,51,2,0,04/04/2026,recommendation
SKU_PERF_001,18,0,1,04/04/2026,product
SKU_SKIN_013,66,2,1,04/04/2026,recommendation
SKU_EYE_006,62,0,1,04/04/2026,recommendation
SKU_SKIN_014,29,1,4,04/04/2026,recommendation
SKU_HAIR_006,26,0,0,04/04/2026,search
SKU_SKIN_015,13,0,0,04/04/2026,recommendation
SKU_SKIN_016,20,1,1,04/04/2026,product
SKU_NAIL_002,10,1,0,04/04/2026,home
SKU_SKIN_017,27,1,2,04/04/2026,product
SKU_SKIN_018,24,0,0,04/04/2026,recommendation
SKU_SKIN_019,22,0,0,04/04/2026,category
SKU_SKIN_020,38,1,0,04/04/2026,product
SKU_MAKE_001,30,1,1,04/04/2026,product
SKU_SKIN_021,53,2,3,04/04/2026,product
SKU_HAIR_007,14,0,0,04/04/2026,category
SKU_NAIL_003,11,0,0,04/04/2026,category
SKU_SKIN_022,13,2,0,04/04/2026,home
SKU_SKIN_023,10,1,0,04/04/2026,category
SKU_MAKE_002,22,0,0,04/04/2026,home
SKU_HAIR_008,59,1,4,04/04/2026,search
SKU_LIP_101,35,1,0,04/04/2026,recommendation
SKU_LIP_102,26,3,0,04/04/2026,recommendation
SKU_LIP_103,47,1,0,04/04/2026,recommendation
SKU_LIP_104,52,2,3,04/04/2026,home
SKU_SERUM_101,7,1,0,04/04/2026,product
SKU_SERUM_102,14,1,1,04/04/2026,category
SKU_SERUM_103,44,4,0,04/04/2026,recommendation
SKU_FW_101,13,0,0,04/04/2026,recommendation
SKU_FW_102,9,2,0,04/04/2026,category
SKU_MOIST_101,21,0,0,04/04/2026,home
SKU_LIP_401,21,2,0,04/04/2026,recommendation
SKU_LIP_402,24,0,0,04/04/2026,search
SKU_LIP_403,48,1,2,04/04/2026,search
SKU_LIP_404,36,2,0,04/04/2026,search
SKU_LIP_405,63,2,0,04/04/2026,category
SKU_LIP_406,27,1,1,04/04/2026,recommendation
SKU_LIP_407,11,1,0,04/04/2026,home
SKU_LIP_408,64,3,0,04/04/2026,recommendation
SKU_LIP_409,10,0,0,04/04/2026,product
SKU_LIP_410,23,1,1,04/04/2026,recommendation
SKU_SERUM_401,19,0,0,04/04/2026,product
SKU_SERUM_402,18,0,0,04/04/2026,category
SKU_SERUM_403,14,2,0,04/04/2026,home
SKU_SERUM_404,14,0,0,04/04/2026,category
SKU_SERUM_405,10,2,0,04/04/2026,search
SKU_SERUM_406,39,1,4,04/04/2026,home
SKU_SERUM_407,30,0,1,04/04/2026,home
SKU_SERUM_408,54,1,2,04/04/2026,recommendation
SKU_SERUM_409,17,2,0,04/04/2026,product
SKU_SERUM_410,19,0,0,04/04/2026,category
SKU_MOIST_401,48,4,0,04/04/2026,category
SKU_MOIST_402,12,0,1,04/04/2026,search
SKU_MOIST_403,33,6,1,04/04/2026,recommendation
SKU_MOIST_404,70,5,1,04/04/2026,recommendation
SKU_MOIST_405,90,4,6,04/04/2026,category
SKU_MOIST_406,24,0,1,04/04/2026,recommendation
SKU_MOIST_407,29,3,2,04/04/2026,category
SKU_MOIST_408,15,0,0,04/04/2026,search
SKU_MOIST_409,3,0,0,04/04/2026,search
SKU_MOIST_410,18,2,0,04/04/2026,home
SKU_FOUND_501,21,1,1,04/04/2026,category
