sku,customer_id,rating,feedback,timestamp
SKU00005,CUST00320,3,Negative,14-09-2025 10:09
SKU00005,CUST00965,5,Positive,27-08-2025 21:18
SKU00005,CUST00087,1,Negative,16-07-2025 02:31
SKU00005,CUST00162,5,Positive,05-07-2025 19:57
SKU00006,CUST00279,4,Positive,03-09-2025 06:25
SKU00006,CUST00435,4,Positive,28-08-2025 22:35
SKU00006,CUST00453,4,Positive,27-07-2025 12:31
SKU00006,CUST00221,5,Positive,12-07-2025 01:12
SKU00006,CUST00354,4,Positive,11-07-2025 18:23
SKU00006,CUST00291,5,Positive,17-08-2025 05:56
SKU00006,CUST00540,3,Negative,05-07-2025 09:49
SKU00007,CUST00405,5,Positive,06-07-2025 07:39
SKU00007,CUST00008,2,Negative,30-07-2025 06:21
SKU00007,CUST00969,2,Negative,13-09-2025 12:03
SKU00007,CUST00141,3,Negative,29-07-2025 02:27
SKU00007,CUST00336,1,Negative,01-07-2025 18:00
SKU00007,CUST00510,4,Positive,18-07-2025 01:23
SKU00007,CUST00133,4,Positive,21-08-2025 17:00
SKU00007,CUST00721,2,Negative,18-08-2025 13:41
SKU00007,CUST00573,3,Negative,07-07-2025 23:56
SKU00007,CUST00407,1,Negative,12-08-2025 08:27
SKU00007,CUST00020,4,Positive,28-09-2025 10:27
SKU00007,CUST00080,3,Negative,25-08-2025 21:36
SKU00008,CUST00588,4,Positive,07-09-2025 21:15
SKU00008,CUST00656,4,Positive,29-07-2025 02:37
SKU00008,CUST00118,4,Positive,03-07-2025 00:35
SKU00008,CUST00990,3,Negative,17-07-2025 16:29
SKU00008,CUST00821,5,Positive,14-08-2025 16:06
SKU00008,CUST00852,3,Negative,09-07-2025 13:21
SKU00008,CUST00448,1,Negative,24-07-2025 14:58
SKU00008,CUST00447,5,Positive,08-08-2025 21:06
SKU00008,CUST00537,1,Negative,08-08-2025 10:12
SKU00008,CUST00892,3,Negative,11-09-2025 09:51
SKU00008,CUST00348,2,Negative,02-08-2025 08:06
SKU00008,CUST00798,2,Negative,08-07-2025 09:58
SKU00008,CUST00523,1,Negative,21-08-2025 12:23
SKU00008,CUST00523,2,Negative,26-09-2025 22:57
SKU00008,CUST00795,3,Negative,04-08-2025 02:07
SKU00008,CUST00745,2,Negative,23-07-2025 22:32
SKU00008,CUST00106,2,Negative,25-07-2025 20:26
SKU00008,CUST00203,2,Negative,28-08-2025 11:41
SKU00009,CUST00779,1,Negative,18-07-2025 04:46
SKU00009,CUST00975,4,Positive,15-08-2025 01:05
SKU00009,CUST00773,5,Positive,12-09-2025 18:38
SKU00009,CUST00594,4,Positive,05-09-2025 03:09
SKU00009,CUST00947,5,Positive,01-09-2025 10:16
SKU00009,CUST00651,5,Positive,01-08-2025 09:07
SKU00009,CUST00885,3,Negative,15-07-2025 15:45
SKU00009,CUST00451,1,Negative,15-08-2025 12:39
SKU00009,CUST00453,3,Negative,16-09-2025 07:34
SKU00010,CUST00606,1,Negative,04-08-2025 04:05
SKU00010,CUST00520,1,Negative,31-07-2025 03:18
SKU00010,CUST00473,4,Positive,04-07-2025 15:37
SKU00010,CUST00059,3,Negative,19-09-2025 17:59
SKU00010,CUST00294,1,Negative,01-09-2025 14:10
SKU00010,CUST00885,1,Negative,29-08-2025 17:04
SKU00010,CUST00609,5,Positive,07-08-2025 07:54
SKU00010,CUST00474,5,Positive,23-08-2025 19:39
SKU00010,CUST00978,1,Negative,13-08-2025 15:57
SKU00010,CUST00931,5,Positive,02-09-2025 06:53
SKU00010,CUST00193,3,Negative,28-08-2025 17:45
SKU00010,CUST00488,5,Positive,15-07-2025 15:31
SKU00010,CUST00981,1,Negative,13-08-2025 17:47
SKU00011,CUST00831,3,Negative,08-09-2025 08:28
SKU00011,CUST00087,5,Positive,01-09-2025 17:35
SKU00011,CUST00177,1,Negative,25-07-2025 01:17
SKU00011,CUST00725,4,Positive,12-08-2025 15:55
SKU00011,CUST00537,5,Positive,29-08-2025 04:56
SKU00011,CUST00163,3,Negative,06-08-2025 04:48
SKU00011,CUST00940,3,Negative,07-08-2025 14:44
SKU00011,CUST00419,3,Negative,04-09-2025 21:56
SKU00012,CUST00809,3,Negative,07-07-2025 09:35
SKU00012,CUST00338,1,Negative,24-08-2025 04:08
SKU00012,CUST00695,4,Positive,28-07-2025 14:06
SKU00012,CUST00259,5,Positive,23-09-2025 18:53
SKU00012,CUST00154,3,Negative,08-07-2025 21:54
SKU00012,CUST00597,2,Negative,28-09-2025 00:10
SKU00013,CUST00318,4,Positive,13-07-2025 12:28
SKU00013,CUST00610,1,Negative,31-07-2025 01:22
SKU00013,CUST00573,4,Positive,01-09-2025 11:26
SKU00013,CUST00811,3,Negative,17-09-2025 22:51
SKU00013,CUST00131,5,Positive,10-07-2025 01:45
SKU00013,CUST00662,4,Positive,19-08-2025 08:51
SKU00013,CUST00371,1,Negative,05-08-2025 04:54
SKU00013,CUST00317,2,Negative,21-07-2025 19:06
SKU00013,CUST00350,4,Positive,19-07-2025 15:24
SKU00013,CUST00232,2,Negative,16-07-2025 01:02
SKU00013,CUST00080,3,Negative,20-09-2025 23:39
SKU00013,CUST00808,1,Negative,19-08-2025 07:00
SKU00013,CUST00790,5,Positive,20-09-2025 01:58
SKU00013,CUST00757,5,Positive,04-07-2025 15:57
SKU00013,CUST00678,3,Negative,24-09-2025 02:08
SKU00013,CUST00785,5,Positive,13-07-2025 17:21
SKU00014,CUST00158,2,Negative,18-07-2025 13:24
SKU00014,CUST00852,5,Positive,17-09-2025 13:12
SKU00014,CUST00925,2,Negative,09-09-2025 00:28
SKU00014,CUST00449,1,Negative,09-08-2025 21:22
SKU00014,CUST00374,2,Negative,13-08-2025 03:03
SKU00014,CUST00626,3,Negative,12-09-2025 01:11
SKU00014,CUST00767,4,Positive,23-07-2025 17:15
SKU00014,CUST00547,2,Negative,31-07-2025 01:06
SKU00014,CUST00989,4,Positive,26-09-2025 18:24
SKU00014,CUST00856,2,Negative,05-08-2025 17:07
SKU00014,CUST00695,5,Positive,12-08-2025 18:39
SKU00014,CUST00473,3,Negative,14-09-2025 13:09
SKU00014,CUST00392,5,Positive,21-08-2025 05:04
SKU00014,CUST00429,2,Negative,18-09-2025 07:29
SKU00014,CUST00205,5,Positive,14-07-2025 10:29
SKU00014,CUST00894,3,Negative,06-07-2025 01:35
SKU00014,CUST00657,4,Positive,23-09-2025 20:50
SKU00015,CUST00568,1,Negative,08-09-2025 01:41
SKU00015,CUST00867,5,Positive,21-09-2025 15:21
SKU00015,CUST00128,3,Negative,09-07-2025 03:26
SKU00015,CUST00782,2,Negative,27-07-2025 11:38
SKU00015,CUST00461,5,Positive,15-07-2025 07:20
SKU00015,CUST00851,4,Positive,09-07-2025 21:42
SKU00015,CUST00970,2,Negative,18-09-2025 07:03
SKU00015,CUST00462,3,Negative,29-09-2025 08:09
SKU00015,CUST00028,4,Positive,06-07-2025 04:05
SKU00015,CUST00406,5,Positive,06-08-2025 07:23
SKU00015,CUST00242,4,Positive,08-07-2025 22:09
SKU00015,CUST00384,2,Negative,03-07-2025 17:40
SKU00015,CUST00327,1,Negative,20-09-2025 11:25
SKU00015,CUST00732,3,Negative,15-09-2025 20:03
SKU00015,CUST00150,2,Negative,04-07-2025 17:15
SKU00015,CUST00294,4,Positive,06-09-2025 13:57
SKU00016,CUST00778,4,Positive,13-08-2025 13:19
SKU00016,CUST00631,1,Negative,26-09-2025 22:48
SKU00016,CUST00082,1,Negative,25-07-2025 20:20
SKU00016,CUST00221,2,Negative,23-08-2025 06:48
SKU00016,CUST00963,5,Positive,21-08-2025 05:47
SKU00016,CUST00434,1,Negative,14-09-2025 08:36
SKU00016,CUST00296,2,Negative,30-07-2025 05:43
SKU00016,CUST00125,1,Negative,24-07-2025 03:36
SKU00016,CUST00430,5,Positive,14-08-2025 09:09
SKU00017,CUST00114,4,Positive,27-08-2025 22:30
SKU00017,CUST00549,1,Negative,31-08-2025 08:33
SKU00017,CUST00528,5,Positive,24-07-2025 11:45
SKU00017,CUST00736,2,Negative,29-07-2025 06:42
SKU00017,CUST00440,1,Negative,29-08-2025 16:36
SKU00017,CUST00362,2,Negative,25-08-2025 09:44
SKU00017,CUST00427,2,Negative,03-09-2025 12:05
SKU00018,CUST00537,3,Negative,07-07-2025 13:42
SKU00018,CUST00977,5,Positive,22-08-2025 19:48
SKU00018,CUST00520,5,Positive,23-08-2025 19:16
SKU00018,CUST00021,4,Positive,23-09-2025 19:00
SKU00018,CUST00482,1,Negative,31-08-2025 17:13
SKU00018,CUST00397,3,Negative,25-07-2025 15:02
SKU00018,CUST00766,1,Negative,04-08-2025 16:05
SKU00019,CUST00354,2,Negative,10-09-2025 03:52
SKU00019,CUST00673,1,Negative,13-09-2025 21:43
SKU00019,CUST00596,3,Negative,13-07-2025 22:52
SKU00019,CUST00046,3,Negative,23-08-2025 00:18
SKU00019,CUST00347,2,Negative,19-09-2025 14:56
SKU00019,CUST00798,4,Positive,06-09-2025 12:22
SKU00019,CUST00491,2,Negative,17-09-2025 18:55
SKU00020,CUST00065,4,Positive,04-07-2025 14:10
SKU00020,CUST00301,2,Negative,05-07-2025 06:04
SKU00020,CUST00811,2,Negative,25-09-2025 00:02
SKU00020,CUST00043,3,Negative,29-09-2025 14:54
SKU00020,CUST00318,5,Positive,08-08-2025 15:55
SKU00020,CUST00835,5,Positive,15-08-2025 23:06
SKU00020,CUST00260,1,Negative,12-09-2025 03:17
SKU00020,CUST00663,2,Negative,28-07-2025 18:41
SKU00020,CUST00366,1,Negative,23-09-2025 01:27
SKU00021,CUST00280,1,Negative,16-09-2025 14:36
SKU00021,CUST00377,4,Positive,25-09-2025 08:39
SKU00021,CUST00410,4,Positive,25-09-2025 20:39
SKU00021,CUST00980,4,Positive,02-08-2025 22:00
SKU00021,CUST00998,2,Negative,18-08-2025 04:14
SKU00021,CUST00709,4,Positive,05-08-2025 15:58
SKU00021,CUST00947,5,Positive,26-07-2025 21:30
SKU00021,CUST00821,1,Negative,09-09-2025 14:13
SKU00021,CUST00435,1,Negative,11-08-2025 19:23
SKU00021,CUST00617,2,Negative,22-08-2025 23:02
SKU00021,CUST00301,3,Negative,10-07-2025 23:04
SKU00021,CUST00082,3,Negative,03-09-2025 04:03
SKU00021,CUST00303,3,Negative,13-08-2025 07:03
SKU00021,CUST00618,4,Positive,17-07-2025 04:18
SKU00021,CUST00707,4,Positive,04-08-2025 03:09
SKU00022,CUST00044,3,Negative,29-08-2025 16:42
SKU00022,CUST00446,3,Negative,01-09-2025 02:04
SKU00022,CUST00811,1,Negative,08-07-2025 06:51
SKU00022,CUST00688,4,Positive,05-08-2025 06:34
SKU00022,CUST00526,2,Negative,04-07-2025 00:33
SKU00022,CUST00147,5,Positive,04-09-2025 20:03
SKU00022,CUST00801,4,Positive,04-07-2025 09:05
SKU00022,CUST00130,1,Negative,23-07-2025 21:54
SKU00022,CUST00798,3,Negative,05-08-2025 03:52
SKU00022,CUST00393,5,Positive,04-07-2025 03:27
SKU00022,CUST00620,2,Negative,04-09-2025 22:19
SKU00022,CUST00461,3,Negative,06-08-2025 02:51
SKU00022,CUST00455,1,Negative,25-08-2025 17:20
SKU00022,CUST00141,5,Positive,05-08-2025 15:03
SKU00022,CUST00408,3,Negative,02-09-2025 01:35
SKU00022,CUST00286,2,Negative,12-07-2025 00:21
SKU00022,CUST00027,2,Negative,18-08-2025 10:51
SKU00022,CUST00531,4,Positive,27-09-2025 16:42
SKU00022,CUST00576,1,Negative,26-07-2025 09:59
SKU00023,CUST00721,4,Positive,21-07-2025 19:59
SKU00023,CUST00627,3,Negative,06-09-2025 09:05
SKU00023,CUST00939,4,Positive,20-07-2025 10:26
SKU00023,CUST00126,2,Negative,21-09-2025 19:13
SKU00023,CUST00076,4,Positive,17-07-2025 18:19
SKU00023,CUST00921,4,Positive,09-07-2025 12:34
SKU00023,CUST00830,3,Negative,03-09-2025 20:10
SKU00023,CUST00356,1,Negative,23-08-2025 09:35
SKU00023,CUST00556,3,Negative,25-09-2025 12:57
SKU00023,CUST00308,2,Negative,08-09-2025 02:38
SKU00023,CUST00727,2,Negative,16-09-2025 01:26
SKU00023,CUST00371,5,Positive,22-07-2025 18:31
SKU00023,CUST00125,2,Negative,15-09-2025 21:38
SKU00024,CUST00243,4,Positive,03-07-2025 13:14
SKU00024,CUST00370,5,Positive,25-08-2025 13:30
SKU00024,CUST00378,4,Positive,17-09-2025 00:40
SKU00024,CUST00565,2,Negative,29-08-2025 09:56
SKU00024,CUST00906,1,Negative,07-07-2025 09:12
SKU00024,CUST00317,4,Positive,08-09-2025 14:34
SKU00024,CUST00737,4,Positive,21-08-2025 00:57
SKU00024,CUST00421,4,Positive,18-09-2025 22:31
SKU00024,CUST00589,1,Negative,13-07-2025 04:01
SKU00025,CUST00658,1,Negative,13-08-2025 16:30
SKU00025,CUST00478,5,Positive,03-08-2025 10:46
SKU00025,CUST00132,5,Positive,01-09-2025 02:49
SKU00025,CUST00602,2,Negative,13-09-2025 13:03
SKU00025,CUST00990,2,Negative,12-08-2025 00:04
SKU00025,CUST00515,1,Negative,19-09-2025 17:16
SKU00025,CUST00128,5,Positive,15-07-2025 20:33
SKU00025,CUST00312,2,Negative,16-07-2025 17:24
SKU00025,CUST00331,2,Negative,03-08-2025 14:17
SKU00025,CUST00971,5,Positive,25-09-2025 21:19
SKU00025,CUST00291,1,Negative,25-07-2025 07:57
SKU00025,CUST00202,5,Positive,27-07-2025 15:31
SKU00025,CUST00129,3,Negative,29-08-2025 15:43
SKU00025,CUST00547,1,Negative,18-08-2025 19:04
SKU00025,CUST00657,2,Negative,27-08-2025 11:00
SKU00026,CUST00176,5,Positive,08-09-2025 23:11
SKU00026,CUST00924,5,Positive,02-08-2025 18:42
SKU00026,CUST00863,5,Positive,04-07-2025 23:59
SKU00026,CUST00846,1,Negative,08-07-2025 21:15
SKU00026,CUST00047,5,Positive,26-07-2025 16:41
SKU00026,CUST00667,2,Negative,13-09-2025 11:08
SKU00026,CUST00586,4,Positive,30-08-2025 00:17
SKU00026,CUST00655,1,Negative,18-08-2025 08:30
SKU00026,CUST00911,5,Positive,29-07-2025 02:59
SKU00027,CUST00495,2,Negative,17-09-2025 03:03
SKU00027,CUST00827,4,Positive,29-07-2025 21:04
SKU00027,CUST00465,1,Negative,05-09-2025 20:35
SKU00027,CUST00062,2,Negative,12-08-2025 16:21
SKU00027,CUST00426,4,Positive,15-08-2025 02:13
SKU00027,CUST00209,3,Negative,28-08-2025 21:37
SKU00027,CUST00148,3,Negative,22-09-2025 15:24
SKU00027,CUST00736,3,Negative,10-09-2025 06:48
SKU00027,CUST00882,3,Negative,08-08-2025 17:04
SKU00027,CUST00134,3,Negative,19-08-2025 23:59
SKU00027,CUST00576,1,Negative,31-07-2025 23:35
SKU00027,CUST00248,4,Positive,12-07-2025 21:29
SKU00027,CUST00274,4,Positive,25-07-2025 01:41
SKU00027,CUST00145,1,Negative,05-07-2025 21:55
SKU00028,CUST00969,4,Positive,22-09-2025 21:38
SKU00028,CUST00631,4,Positive,25-07-2025 02:30
SKU00028,CUST00986,2,Negative,17-09-2025 23:32
SKU00028,CUST00336,5,Positive,09-09-2025 00:21
SKU00028,CUST00321,2,Negative,13-09-2025 02:12
SKU00028,CUST00164,4,Positive,19-08-2025 23:23
SKU00028,CUST00479,4,Positive,24-09-2025 08:23
SKU00028,CUST00316,4,Positive,03-07-2025 06:00
SKU00028,CUST00093,4,Positive,19-08-2025 01:46
SKU00028,CUST00469,2,Negative,21-07-2025 21:19
SKU00028,CUST00598,3,Negative,05-07-2025 17:22
SKU00028,CUST00052,3,Negative,18-08-2025 01:11
SKU00028,CUST00612,4,Positive,28-07-2025 17:50
SKU00028,CUST00550,1,Negative,21-09-2025 06:03
SKU00029,CUST00442,2,Negative,24-09-2025 16:16
SKU00029,CUST00271,3,Negative,13-09-2025 03:54
SKU00029,CUST00413,3,Negative,05-07-2025 09:25
SKU00029,CUST00411,1,Negative,25-08-2025 08:51
SKU00029,CUST00576,2,Negative,05-08-2025 04:44
SKU00029,CUST00567,3,Negative,08-07-2025 03:20
SKU00029,CUST00396,5,Positive,13-08-2025 17:24
SKU00029,CUST00783,5,Positive,28-07-2025 03:47
SKU00030,CUST00132,1,Negative,08-08-2025 05:51
SKU00030,CUST00383,3,Negative,24-08-2025 03:50
SKU00030,CUST00962,3,Negative,12-09-2025 07:11
SKU00030,CUST00148,2,Negative,28-08-2025 11:50
SKU00030,CUST00522,4,Positive,18-08-2025 13:15
SKU00030,CUST00042,1,Negative,04-07-2025 18:40
SKU00030,CUST00141,3,Negative,17-09-2025 01:22
SKU00030,CUST00486,5,Positive,14-08-2025 08:51
SKU00031,CUST00621,5,Positive,14-07-2025 13:42
SKU00031,CUST00336,5,Positive,31-07-2025 22:13
SKU00031,CUST00167,4,Positive,29-08-2025 20:33
SKU00031,CUST00758,3,Negative,27-08-2025 15:28
SKU00031,CUST00345,5,Positive,19-09-2025 10:03
SKU00031,CUST00522,5,Positive,17-08-2025 13:25
SKU00031,CUST00726,5,Positive,30-07-2025 02:33
SKU00031,CUST00487,1,Negative,05-08-2025 18:20
SKU00031,CUST00340,1,Negative,10-08-2025 10:36
SKU00032,CUST00816,1,Negative,27-08-2025 22:54
SKU00032,CUST00486,3,Negative,02-09-2025 15:38
SKU00032,CUST00802,5,Positive,26-08-2025 01:59
SKU00032,CUST00234,1,Negative,26-08-2025 15:42
SKU00032,CUST00492,2,Negative,20-08-2025 21:32
SKU00032,CUST00645,5,Positive,14-09-2025 04:57
SKU00032,CUST00862,4,Positive,15-07-2025 08:20
SKU00032,CUST00842,2,Negative,04-07-2025 01:33
SKU00032,CUST00587,1,Negative,19-07-2025 12:33
SKU00032,CUST00020,4,Positive,31-07-2025 10:57
SKU00032,CUST00429,2,Negative,10-08-2025 02:16
SKU00032,CUST00708,2,Negative,09-08-2025 20:14
SKU00032,CUST00514,5,Positive,28-09-2025 08:58
SKU00032,CUST00483,1,Negative,07-09-2025 12:34
SKU00033,CUST00532,2,Negative,24-08-2025 10:57
SKU00033,CUST00333,4,Positive,21-08-2025 00:27
SKU00033,CUST00386,3,Negative,17-07-2025 19:32
SKU00033,CUST00471,5,Positive,03-08-2025 05:40
SKU00033,CUST00560,3,Negative,04-09-2025 14:53
SKU00033,CUST00791,3,Negative,29-08-2025 05:34
SKU00033,CUST00496,2,Negative,24-07-2025 22:25
SKU00033,CUST00286,5,Positive,29-07-2025 23:33
SKU00033,CUST00231,3,Negative,13-09-2025 20:57
SKU00034,CUST00722,2,Negative,06-09-2025 00:22
SKU00034,CUST00722,4,Positive,31-07-2025 18:45
SKU00034,CUST00492,3,Negative,24-08-2025 10:01
SKU00034,CUST00957,3,Negative,28-07-2025 22:35
SKU00034,CUST00125,5,Positive,04-09-2025 16:38
SKU00034,CUST00557,4,Positive,25-09-2025 23:16
SKU00034,CUST00405,3,Negative,14-09-2025 01:22
SKU00034,CUST00824,2,Negative,29-07-2025 04:48
SKU00034,CUST00044,3,Negative,08-09-2025 08:04
SKU00034,CUST00081,3,Negative,28-09-2025 17:05
SKU00034,CUST00453,3,Negative,11-09-2025 13:25
SKU00034,CUST00491,2,Negative,20-07-2025 14:51
SKU00034,CUST00848,5,Positive,27-07-2025 07:47
SKU00034,CUST00956,5,Positive,06-09-2025 14:11
SKU00035,CUST00141,1,Negative,29-08-2025 18:37
SKU00035,CUST00759,5,Positive,24-07-2025 05:34
SKU00035,CUST00249,1,Negative,04-09-2025 00:49
SKU00035,CUST00927,5,Positive,22-07-2025 21:51
SKU00035,CUST00654,2,Negative,06-07-2025 02:18
SKU00035,CUST00103,4,Positive,02-08-2025 01:38
SKU00035,CUST00735,4,Positive,10-07-2025 18:17
SKU00035,CUST00698,2,Negative,01-07-2025 12:04
SKU00035,CUST00988,5,Positive,29-09-2025 04:57
SKU00035,CUST00162,4,Positive,02-09-2025 09:21
SKU00035,CUST00958,4,Positive,16-08-2025 08:32
SKU00035,CUST00667,2,Negative,12-09-2025 09:24
SKU00035,CUST00988,3,Negative,01-08-2025 04:22
SKU00036,CUST00662,1,Negative,27-09-2025 03:38
SKU00036,CUST00788,1,Negative,02-09-2025 07:57
SKU00036,CUST00588,2,Negative,21-08-2025 22:59
SKU00036,CUST00757,1,Negative,27-09-2025 15:58
SKU00036,CUST00944,2,Negative,10-08-2025 13:44
SKU00036,CUST00904,2,Negative,29-09-2025 16:11
SKU00036,CUST00942,1,Negative,20-09-2025 04:29
SKU00036,CUST00407,4,Positive,19-07-2025 02:08
SKU00036,CUST00960,3,Negative,24-09-2025 02:57
SKU00036,CUST00039,1,Negative,29-07-2025 23:18
SKU00036,CUST00582,5,Positive,11-07-2025 10:01
SKU00036,CUST00951,3,Negative,28-07-2025 15:04
SKU00036,CUST00466,5,Positive,20-08-2025 21:45
SKU00036,CUST00506,2,Negative,21-09-2025 15:06
SKU00037,CUST00280,2,Negative,17-09-2025 12:40
SKU00037,CUST00116,3,Negative,16-07-2025 18:38
SKU00037,CUST00749,4,Positive,01-09-2025 22:36
SKU00037,CUST00264,2,Negative,02-07-2025 08:49
SKU00037,CUST00755,3,Negative,15-09-2025 18:37
SKU00037,CUST00303,5,Positive,04-09-2025 11:28
SKU00037,CUST00776,2,Negative,18-07-2025 00:55
SKU00037,CUST00626,4,Positive,19-09-2025 07:01
SKU00037,CUST00438,5,Positive,01-08-2025 20:07
SKU00037,CUST00089,4,Positive,03-09-2025 23:28
SKU00037,CUST00098,2,Negative,14-07-2025 15:38
SKU00037,CUST00489,3,Negative,29-09-2025 20:37
SKU00037,CUST00255,1,Negative,26-07-2025 07:40
SKU00037,CUST00393,2,Negative,13-08-2025 08:58
SKU00037,CUST00772,3,Negative,02-08-2025 00:04
SKU00037,CUST00310,5,Positive,09-09-2025 04:26
SKU00037,CUST00587,1,Negative,26-07-2025 09:27
SKU00037,CUST00670,3,Negative,06-09-2025 06:16
SKU00037,CUST00242,1,Negative,03-09-2025 20:03
SKU00038,CUST00477,3,Negative,16-07-2025 12:10
SKU00038,CUST00416,5,Positive,28-09-2025 14:59
SKU00038,CUST00917,3,Negative,06-09-2025 00:29
SKU00038,CUST00121,3,Negative,05-08-2025 16:26
SKU00038,CUST00630,2,Negative,22-07-2025 06:36
SKU00038,CUST00981,2,Negative,16-08-2025 10:14
SKU00038,CUST00157,4,Positive,11-09-2025 14:20
SKU00038,CUST00621,3,Negative,10-08-2025 08:59
SKU00039,CUST00776,5,Positive,16-09-2025 20:47
SKU00039,CUST00681,2,Negative,12-09-2025 23:15
SKU00039,CUST00254,5,Positive,23-09-2025 18:33
SKU00039,CUST00807,1,Negative,21-08-2025 00:31
SKU00039,CUST00458,5,Positive,07-09-2025 07:53
SKU00039,CUST00371,1,Negative,28-09-2025 01:20
SKU00039,CUST00578,1,Negative,06-07-2025 23:54
SKU00039,CUST00849,5,Positive,26-09-2025 15:52
SKU00039,CUST00518,2,Negative,25-08-2025 14:29
SKU00039,CUST00550,2,Negative,16-07-2025 23:23
SKU00039,CUST00336,5,Positive,12-08-2025 21:33
SKU00039,CUST00120,2,Negative,08-09-2025 14:32
SKU00039,CUST00598,4,Positive,09-07-2025 19:54
SKU00039,CUST00921,5,Positive,13-08-2025 06:02
SKU00039,CUST00829,1,Negative,14-08-2025 00:34
SKU00039,CUST00136,5,Positive,10-08-2025 08:00
SKU00039,CUST00468,5,Positive,06-07-2025 14:32
SKU00039,CUST00573,4,Positive,04-09-2025 07:39
SKU00039,CUST00827,3,Negative,09-09-2025 05:21
SKU00039,CUST00023,4,Positive,25-07-2025 16:55
SKU00040,CUST00764,2,Negative,26-08-2025 03:33
SKU00040,CUST00075,1,Negative,11-08-2025 03:17
SKU00040,CUST00353,1,Negative,22-08-2025 13:00
SKU00040,CUST00062,1,Negative,29-09-2025 15:51
SKU00040,CUST00484,1,Negative,28-07-2025 20:58
SKU00041,CUST00185,2,Negative,13-09-2025 08:30
SKU00041,CUST00657,4,Positive,06-08-2025 08:33
SKU00041,CUST00913,4,Positive,13-08-2025 13:10
SKU00041,CUST00891,4,Positive,06-08-2025 11:19
SKU00041,CUST00083,5,Positive,13-07-2025 21:53
SKU00041,CUST00670,3,Negative,12-07-2025 12:26
SKU00041,CUST00183,5,Positive,08-08-2025 03:53
SKU00041,CUST00542,2,Negative,09-09-2025 16:01
SKU00041,CUST00229,1,Negative,12-09-2025 10:01
SKU00041,CUST00024,3,Negative,14-08-2025 22:52
SKU00041,CUST00690,5,Positive,11-08-2025 04:17
SKU00041,CUST00545,4,Positive,18-09-2025 22:34
SKU00041,CUST00236,2,Negative,14-08-2025 17:20
SKU00041,CUST00355,2,Negative,27-07-2025 18:18
SKU00041,CUST00194,1,Negative,04-07-2025 03:04
SKU00041,CUST00829,4,Positive,29-08-2025 16:52
SKU00041,CUST00785,1,Negative,24-07-2025 08:47
SKU00041,CUST00212,1,Negative,10-07-2025 19:06
SKU00042,CUST00458,5,Positive,04-09-2025 05:55
SKU00042,CUST00721,1,Negative,24-07-2025 18:16
SKU00042,CUST00759,1,Negative,09-08-2025 01:20
SKU00042,CUST00450,2,Negative,22-08-2025 09:43
SKU00042,CUST00223,1,Negative,14-07-2025 14:32
SKU00042,CUST00516,3,Negative,23-07-2025 17:38
SKU00043,CUST00592,5,Positive,14-09-2025 00:08
SKU00043,CUST00689,3,Negative,24-07-2025 00:01
SKU00043,CUST00310,2,Negative,03-09-2025 02:24
SKU00043,CUST00534,2,Negative,10-08-2025 03:39
SKU00043,CUST00308,3,Negative,06-07-2025 22:02
SKU00043,CUST00571,5,Positive,24-09-2025 09:52
SKU00043,CUST00753,2,Negative,30-08-2025 18:40
SKU00043,CUST00696,4,Positive,23-08-2025 23:13
